,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
GUINEA-BISSAU,GNB,-1.09,0.47,2.00,11.71,0.49,43.20,-1.14,0.33,4.00,7.32,2.43,33.50,-0.97,0.31,4.00,11.71,2.91,40.29,-0.85,0.31,4.00,26.34,0.97,44.17,-1.07,0.28,4.00,10.24,2.43,33.50,-1.14,0.25,5.00,10.24,1.94,25.73,-1.09,0.24,5.00,13.17,1.46,29.61,-0.98,0.25,5.00,15.61,4.37,34.47,-1.11,0.25,5.00,9.22,2.90,27.05,-1.08,0.25,5.00,10.68,2.90,29.47,-1.10,0.27,5.00,10.53,0.95,28.10,-1.06,0.25,5.00,13.81,1.90,31.28,-1.05,0.25,5.00,13.74,2.36,28.30,-1.22,0.23,5.00,9.00,0.47,21.23,-1.28,0.23,6.00,6.64,0.00,19.81,-1.51,0.22,6.00,2.88,0.00,11.00,-1.43,0.21,6.00,3.37,0.48,11.48
GUYANA,GUY,-0.44,0.47,2.00,39.02,6.80,66.02,-0.36,0.36,3.00,41.46,16.02,64.56,-0.38,0.34,3.00,44.39,16.02,64.08,-0.41,0.33,3.00,41.46,18.45,62.14,-0.45,0.29,3.00,42.44,16.50,56.80,-0.45,0.27,4.00,40.98,16.99,56.80,-0.57,0.22,6.00,36.59,18.45,49.51,-0.60,0.20,8.00,33.17,16.99,48.54,-0.62,0.21,9.00,32.04,15.94,49.76,-0.56,0.20,8.00,34.95,18.84,49.76,-0.54,0.20,8.00,35.41,20.95,52.38,-0.55,0.20,8.00,33.81,19.43,51.66,-0.60,0.19,8.00,31.75,19.34,51.42,-0.75,0.19,9.00,25.12,13.68,39.62,-0.64,0.19,9.00,29.86,17.45,49.06,-0.73,0.19,8.00,26.44,13.88,41.15,-0.77,0.18,7.00,22.60,11.96,37.80
HAITI,HTI,-1.11,0.47,2.00,10.24,0.49,42.72,-1.31,0.36,3.00,3.41,0.00,29.13,-1.30,0.34,3.00,4.88,0.49,26.21,-1.79,0.28,4.00,0.00,0.00,1.94,-1.82,0.23,6.00,0.00,0.00,3.40,-1.52,0.24,6.00,1.95,0.00,10.68,-1.44,0.23,6.00,2.93,0.00,14.08,-1.33,0.21,9.00,4.88,0.97,15.53,-1.31,0.21,9.00,4.85,1.45,15.46,-1.22,0.20,9.00,5.83,2.42,18.84,-1.10,0.19,10.00,11.00,2.86,23.33,-1.21,0.18,10.00,7.14,1.42,18.96,-1.22,0.17,11.00,6.64,1.89,18.40,-1.24,0.17,11.00,7.58,0.94,17.92,-1.16,0.17,11.00,10.90,1.89,20.75,-1.25,0.17,10.00,7.69,2.87,15.31,-1.26,0.16,10.00,8.65,2.39,14.35
HONDURAS,HND,-1.03,0.27,4.00,12.68,2.91,29.13,-0.87,0.21,4.00,21.95,5.34,35.92,-0.89,0.23,5.00,19.51,5.34,35.44,-0.96,0.18,6.00,16.59,3.40,33.50,-0.84,0.19,7.00,20.98,8.74,39.81,-0.81,0.18,10.00,21.46,11.17,36.89,-0.74,0.18,10.00,26.83,14.56,39.81,-0.75,0.19,11.00,25.37,11.65,38.83,-0.69,0.19,11.00,26.21,14.01,41.06,-0.84,0.19,11.00,20.39,8.70,36.71,-0.87,0.18,12.00,21.05,9.05,30.95,-0.86,0.17,12.00,19.52,10.43,32.70,-0.80,0.17,12.00,21.80,13.68,36.79,-0.95,0.17,12.00,18.48,8.49,27.83,-0.96,0.17,12.00,17.06,7.55,27.36,-0.79,0.15,12.00,23.56,13.88,36.36,-0.57,0.14,12.00,34.62,20.57,47.37
"HONG KONG SAR, CHINA",HKG,1.50,0.18,6.00,90.73,85.44,92.72,1.42,0.17,6.00,91.71,83.98,92.72,1.40,0.19,6.00,90.73,84.47,92.72,1.87,0.16,6.00,92.68,91.75,95.63,1.90,0.17,6.00,93.17,91.75,97.09,1.92,0.16,7.00,94.15,91.75,97.09,1.81,0.15,7.00,93.17,91.75,97.57,1.88,0.15,9.00,93.66,91.75,96.12,1.91,0.16,9.00,93.69,91.79,96.14,1.90,0.15,9.00,94.17,91.79,96.14,1.90,0.15,9.00,94.26,91.43,97.14,1.97,0.15,9.00,94.76,92.89,98.58,1.86,0.16,10.00,94.31,92.45,96.70,1.72,0.15,10.00,93.36,90.57,95.28,1.64,0.14,10.00,92.42,89.62,94.81,1.64,0.14,9.00,92.31,89.95,95.22,1.67,0.14,8.00,92.31,89.95,94.74
HUNGARY,HUN,0.58,0.23,5.00,74.15,64.08,82.52,0.65,0.17,7.00,76.10,66.50,82.52,0.69,0.18,8.00,76.10,68.93,83.50,0.52,0.15,8.00,71.22,63.59,78.64,0.60,0.14,9.00,74.15,67.48,79.61,0.65,0.14,9.00,76.10,69.90,79.61,0.62,0.14,9.00,71.71,66.99,78.64,0.61,0.13,11.00,72.68,68.93,77.67,0.56,0.13,11.00,73.30,69.08,74.40,0.38,0.12,13.00,68.93,62.80,73.43,0.34,0.13,13.00,67.94,60.95,71.90,0.25,0.13,12.00,64.76,59.24,71.56,0.32,0.13,12.00,67.30,61.32,71.70,0.28,0.12,13.00,65.40,60.85,70.75,0.29,0.13,12.00,64.93,60.38,70.28,0.13,0.13,12.00,60.58,55.98,66.51,0.10,0.13,12.00,61.06,55.50,66.99
ICELAND,ISL,1.68,0.28,4.00,92.20,85.44,96.12,2.01,0.29,4.00,94.15,91.75,100.00,2.34,0.28,4.00,98.05,92.72,100.00,2.28,0.26,4.00,97.56,92.23,100.00,2.32,0.23,4.00,98.54,93.20,100.00,2.26,0.20,5.00,98.05,94.17,100.00,2.33,0.19,5.00,99.51,96.60,100.00,2.25,0.19,6.00,98.54,94.17,100.00,2.28,0.19,6.00,98.54,93.72,100.00,2.44,0.19,6.00,99.51,96.14,100.00,2.06,0.22,6.00,95.69,91.90,99.05,1.94,0.20,7.00,94.29,91.94,98.58,1.95,0.19,7.00,94.79,92.45,99.06,1.88,0.17,8.00,94.79,91.51,96.70,1.91,0.18,8.00,95.73,91.51,97.64,1.82,0.17,7.00,94.23,90.91,96.65,1.95,0.17,7.00,95.67,92.34,97.61
INDIA,IND,-0.40,0.18,6.00,40.00,27.67,53.88,-0.28,0.16,7.00,43.90,35.44,59.22,-0.37,0.18,7.00,46.34,30.10,57.77,-0.50,0.16,7.00,38.05,30.10,48.54,-0.44,0.16,8.00,42.93,29.13,51.46,-0.41,0.14,10.00,43.41,28.16,50.49,-0.40,0.14,10.00,43.41,32.52,51.94,-0.29,0.13,13.00,47.32,36.89,57.28,-0.42,0.14,13.00,40.29,29.47,53.62,-0.36,0.14,13.00,43.69,32.85,55.56,-0.48,0.14,13.00,38.28,26.67,50.95,-0.51,0.14,13.00,36.19,26.07,49.29,-0.57,0.14,14.00,33.18,21.23,46.23,-0.56,0.14,14.00,35.07,24.53,47.17,-0.56,0.13,13.00,36.02,23.58,48.58,-0.46,0.13,13.00,38.94,29.19,50.72,-0.38,0.13,13.00,44.23,33.01,53.59
INDONESIA,IDN,-0.56,0.18,6.00,30.73,22.82,43.69,-1.08,0.16,7.00,9.76,2.43,24.76,-0.89,0.16,8.00,19.02,5.83,31.07,-1.13,0.14,8.00,8.29,0.97,23.79,-0.96,0.15,10.00,14.63,8.74,28.16,-0.89,0.14,12.00,17.07,10.68,28.16,-0.85,0.14,12.00,20.49,14.08,33.50,-0.81,0.13,15.00,22.93,13.11,33.98,-0.58,0.14,15.00,33.50,21.74,43.96,-0.56,0.14,14.00,34.47,23.19,44.44,-0.82,0.14,14.00,22.97,14.76,30.95,-0.74,0.14,14.00,25.24,17.54,36.02,-0.68,0.14,15.00,26.54,19.34,40.09,-0.66,0.13,15.00,28.44,20.28,40.57,-0.62,0.13,14.00,30.81,20.75,42.92,-0.58,0.13,13.00,34.13,23.44,44.50,-0.45,0.13,13.00,38.46,29.19,50.72
"IRAN, ISLAMIC REP.",IRN,-0.65,0.30,3.00,27.80,9.22,51.94,-0.77,0.22,3.00,26.34,8.25,39.81,-0.57,0.30,3.00,32.20,8.74,57.28,-0.22,0.19,4.00,50.24,34.95,61.65,-0.30,0.21,5.00,47.80,32.52,56.80,-0.42,0.21,7.00,42.93,24.27,55.34,-0.44,0.20,7.00,40.49,24.76,52.43,-0.45,0.18,9.00,38.54,25.73,53.88,-0.50,0.18,9.00,38.35,21.74,52.66,-0.74,0.18,9.00,25.73,13.04,40.58,-0.86,0.20,8.00,21.53,7.62,35.71,-0.99,0.19,8.00,15.71,5.21,28.91,-0.92,0.17,9.00,18.96,7.55,29.25,-0.82,0.16,9.00,22.75,12.74,36.32,-0.68,0.16,9.00,27.49,17.45,42.45,-0.57,0.16,8.00,34.62,21.05,47.85,-0.61,0.15,8.00,31.73,19.62,45.93
IRAQ,IRQ,-1.53,0.30,3.00,2.44,0.49,12.62,-1.25,0.22,3.00,3.90,2.43,19.90,-1.47,0.30,3.00,2.93,0.00,10.68,-1.30,0.20,3.00,1.95,0.49,16.99,-1.22,0.23,4.00,8.29,1.46,19.90,-1.56,0.23,4.00,1.46,0.00,10.19,-1.46,0.22,4.00,1.95,0.00,12.62,-1.57,0.24,4.00,1.95,0.00,10.19,-1.58,0.24,4.00,1.94,0.00,8.70,-1.57,0.23,7.00,1.94,0.00,7.25,-1.39,0.22,8.00,2.87,0.00,14.76,-1.31,0.20,9.00,4.29,0.95,16.11,-1.21,0.19,8.00,7.58,1.89,19.81,-1.25,0.18,9.00,6.64,0.94,17.92,-1.26,0.18,9.00,7.11,0.94,16.98,-1.34,0.18,9.00,5.77,0.96,13.88,-1.37,0.17,9.00,4.33,1.44,11.48
IRELAND,IRL,1.79,0.23,5.00,92.68,89.32,96.12,1.58,0.19,5.00,92.68,84.47,93.20,1.44,0.23,5.00,91.22,84.47,92.72,1.40,0.18,5.00,90.24,83.01,91.75,1.49,0.20,5.00,91.71,84.47,92.72,1.30,0.18,6.00,88.29,83.01,91.75,1.57,0.18,6.00,92.20,88.35,93.69,1.72,0.16,8.00,92.20,91.26,94.66,1.75,0.17,8.00,93.20,91.79,95.17,1.76,0.17,8.00,93.20,91.79,95.65,1.77,0.18,8.00,93.78,90.95,95.71,1.70,0.19,8.00,92.86,88.63,94.79,1.54,0.18,9.00,91.00,85.85,93.87,1.46,0.17,9.00,90.52,83.02,93.40,1.55,0.18,8.00,91.00,84.91,94.34,1.62,0.17,7.00,91.83,89.47,95.22,1.64,0.17,7.00,91.83,89.47,94.74
ISRAEL,ISR,1.47,0.23,5.00,90.24,84.47,93.20,1.29,0.19,5.00,84.88,83.50,92.72,1.01,0.23,5.00,84.39,73.79,90.29,1.29,0.18,5.00,86.34,83.01,91.75,1.07,0.20,5.00,83.41,75.73,90.78,0.93,0.18,6.00,81.46,75.24,85.44,0.81,0.18,6.00,78.05,69.90,83.01,1.00,0.16,9.00,80.98,75.24,85.44,0.81,0.17,9.00,75.73,72.95,84.06,0.84,0.17,9.00,78.64,73.43,82.61,0.75,0.18,8.00,74.16,70.95,81.90,0.67,0.19,8.00,73.33,67.77,80.09,0.71,0.18,8.00,72.99,68.87,80.19,0.84,0.17,8.00,77.73,70.75,83.02,0.85,0.18,8.00,78.67,71.23,83.02,0.82,0.17,8.00,76.44,70.33,82.78,0.89,0.16,8.00,78.37,72.25,82.78
ITALY,ITA,0.36,0.23,5.00,66.83,60.68,78.16,0.52,0.19,5.00,69.27,64.08,80.58,0.72,0.23,5.00,77.07,65.53,84.47,0.54,0.18,5.00,71.71,63.11,79.61,0.53,0.20,5.00,72.68,61.65,80.10,0.38,0.18,6.00,68.29,57.77,76.21,0.40,0.18,6.00,67.32,58.25,72.33,0.46,0.16,8.00,70.73,62.62,75.24,0.31,0.17,8.00,67.48,58.45,73.43,0.25,0.17,8.00,64.56,58.45,71.98,0.13,0.18,8.00,61.72,54.29,70.95,0.00,0.18,10.00,58.10,48.82,66.35,0.08,0.17,11.00,60.66,54.72,68.40,-0.02,0.16,11.00,58.77,49.53,64.15,-0.04,0.15,10.00,57.82,50.00,63.68,-0.11,0.15,9.00,55.29,45.93,60.77,-0.05,0.15,9.00,57.21,49.28,62.68
JAMAICA,JAM,-0.22,0.30,3.00,49.27,27.67,65.05,-0.17,0.21,4.00,53.17,37.86,64.08,-0.17,0.23,5.00,53.66,32.52,64.56,-0.74,0.18,5.00,30.73,11.65,39.81,-0.54,0.19,6.00,37.56,18.45,50.49,-0.45,0.19,7.00,41.95,23.79,53.40,-0.40,0.18,7.00,43.90,29.61,53.88,-0.40,0.19,9.00,40.49,26.70,55.83,-0.46,0.19,9.00,39.32,21.74,54.59,-0.46,0.19,9.00,40.29,23.19,55.07,-0.44,0.19,9.00,39.71,24.76,55.24,-0.37,0.19,9.00,44.29,28.91,56.40,-0.29,0.17,10.00,50.24,33.02,57.08,-0.35,0.15,12.00,45.97,32.55,55.66,-0.36,0.15,12.00,45.97,32.08,55.66,-0.39,0.15,12.00,43.75,30.62,53.11,-0.33,0.14,12.00,47.60,34.93,56.46
JAPAN,JPN,1.05,0.18,6.00,84.39,78.16,86.89,0.93,0.17,6.00,82.93,75.24,84.47,1.23,0.19,6.00,86.34,83.01,91.75,0.86,0.16,6.00,82.44,73.79,83.01,1.18,0.17,6.00,84.88,80.58,91.26,1.23,0.16,7.00,86.34,83.01,91.75,1.21,0.15,7.00,84.39,80.10,91.26,1.32,0.15,9.00,90.24,83.01,91.75,1.21,0.16,10.00,85.92,79.71,91.79,1.31,0.15,10.00,85.92,82.13,91.79,1.37,0.15,10.00,89.95,84.29,91.43,1.57,0.15,10.00,91.90,86.26,93.36,1.57,0.16,10.00,91.94,86.32,93.87,1.62,0.15,10.00,91.94,89.15,94.34,1.66,0.14,10.00,92.89,89.62,95.28,1.73,0.14,10.00,93.27,90.91,95.22,1.61,0.14,10.00,91.35,89.95,93.30
"JERSEY, CHANNEL ISLANDS",JEY,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.22,0.37,1.00,84.83,72.17,93.87,1.22,0.40,1.00,84.83,70.75,94.81,1.24,0.39,1.00,83.89,71.70,94.81,1.20,0.41,1.00,83.65,69.86,95.22,1.19,0.38,1.00,83.65,70.33,92.82
JORDAN,JOR,-0.12,0.27,4.00,53.17,30.58,65.05,-0.01,0.19,5.00,60.00,42.23,65.05,0.04,0.23,5.00,60.49,47.09,68.93,-0.10,0.18,5.00,54.63,41.75,62.14,0.31,0.17,8.00,65.85,56.80,73.79,0.34,0.16,9.00,66.83,57.28,74.76,0.33,0.16,9.00,64.88,57.28,70.87,0.31,0.15,11.00,66.83,59.22,72.33,0.32,0.15,12.00,67.96,58.94,73.43,0.41,0.15,12.00,69.42,62.80,73.91,0.18,0.16,12.00,64.59,57.62,70.95,0.04,0.16,12.00,59.52,51.66,66.82,0.10,0.15,12.00,61.14,56.13,67.45,0.08,0.14,13.00,61.14,54.72,66.51,0.10,0.14,12.00,61.14,54.72,65.57,0.15,0.14,11.00,61.54,55.98,66.99,0.26,0.14,11.00,64.42,59.33,68.90
KAZAKHSTAN,KAZ,-1.11,0.31,2.00,9.27,2.43,29.13,-0.94,0.19,5.00,17.07,4.37,31.55,-1.06,0.20,7.00,8.29,3.40,26.21,-1.06,0.17,6.00,10.24,1.46,28.64,-0.98,0.16,7.00,13.66,6.31,27.67,-1.10,0.16,8.00,11.22,5.34,20.87,-0.99,0.15,9.00,15.61,9.22,25.73,-0.91,0.14,11.00,18.05,10.19,28.64,-0.91,0.14,12.00,18.93,8.70,29.47,-0.90,0.12,13.00,18.45,9.66,28.50,-0.88,0.14,12.00,20.57,10.48,28.57,-0.98,0.13,12.00,16.67,9.48,24.64,-0.98,0.13,12.00,18.01,8.02,23.11,-0.89,0.12,14.00,19.43,12.74,27.83,-0.90,0.13,13.00,19.43,11.79,26.42,-0.76,0.13,13.00,25.96,15.79,35.89,-0.76,0.12,13.00,24.52,15.79,35.41
KENYA,KEN,-1.03,0.30,3.00,15.12,2.91,31.07,-1.02,0.20,5.00,12.20,2.43,29.13,-0.95,0.24,5.00,14.15,4.37,32.52,-0.99,0.19,6.00,14.63,2.43,33.01,-0.83,0.19,9.00,21.46,9.22,39.81,-0.80,0.17,11.00,22.44,11.65,36.41,-0.97,0.17,11.00,17.07,8.74,29.61,-0.88,0.15,14.00,19.02,10.19,30.10,-0.92,0.16,14.00,17.48,8.70,29.47,-1.03,0.15,14.00,13.11,5.31,23.19,-1.08,0.16,14.00,11.96,5.24,22.86,-0.93,0.16,14.00,18.57,9.00,28.91,-0.95,0.15,15.00,18.48,8.02,25.94,-1.10,0.15,15.00,11.85,3.77,21.23,-1.06,0.14,15.00,12.80,5.66,22.17,-0.94,0.14,14.00,16.35,10.05,27.75,-1.01,0.14,14.00,13.46,9.57,20.57
KIRIBATI,KIR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.58,0.52,1.00,35.12,2.43,65.05,-0.38,0.30,2.00,45.37,20.39,62.62,-0.10,0.31,2.00,55.61,34.47,68.93,0.10,0.34,2.00,58.54,41.75,75.24,0.34,0.30,3.00,66.34,52.91,77.18,0.24,0.27,3.00,61.95,50.97,72.33,0.08,0.32,3.00,60.00,38.83,72.33,0.14,0.32,3.00,60.68,41.06,73.91,0.00,0.31,3.00,59.22,37.20,71.98,-0.13,0.30,4.00,55.02,30.48,69.52,-0.04,0.30,4.00,57.14,34.60,71.09,0.13,0.30,4.00,62.56,45.75,72.17,0.06,0.30,4.00,60.19,40.09,70.75,0.00,0.30,4.00,59.24,38.21,69.81,0.31,0.32,4.00,64.90,50.72,77.03,0.25,0.30,4.00,63.94,50.72,76.56
"KOREA, DEM. REP.",PRK,-1.75,0.47,2.00,0.98,0.00,16.50,-1.76,0.46,2.00,1.46,0.00,14.56,-1.80,0.46,2.00,0.49,0.00,9.71,-1.17,0.39,2.00,6.83,0.00,35.44,-1.73,0.29,3.00,0.98,0.00,6.31,-1.50,0.23,5.00,2.44,0.00,10.68,-1.39,0.21,5.00,5.85,0.00,14.08,-1.60,0.24,5.00,1.46,0.00,8.25,-1.79,0.28,4.00,0.00,0.00,4.35,-1.73,0.27,4.00,0.49,0.00,4.83,-1.37,0.23,5.00,3.35,0.00,17.14,-1.33,0.22,5.00,3.33,0.47,16.59,-1.37,0.21,5.00,3.79,0.00,16.51,-1.33,0.20,5.00,4.27,0.00,16.98,-1.33,0.21,5.00,4.74,0.00,16.98,-1.34,0.21,4.00,5.29,0.48,13.88,-1.29,0.19,5.00,7.69,1.91,15.79
"KOREA, REP.",KOR,0.27,0.18,6.00,64.88,57.77,73.30,0.34,0.16,7.00,65.37,61.65,73.30,0.25,0.18,7.00,64.88,58.25,71.36,0.47,0.16,7.00,69.76,62.62,77.67,0.48,0.16,8.00,71.71,61.65,75.73,0.34,0.15,9.00,65.85,57.77,72.33,0.59,0.14,9.00,70.73,66.02,78.64,0.28,0.14,11.00,64.88,59.22,70.87,0.52,0.14,11.00,72.82,66.67,73.91,0.37,0.14,11.00,68.45,61.84,73.91,0.48,0.14,12.00,71.29,66.19,73.33,0.40,0.14,12.00,69.05,63.03,72.04,0.46,0.15,13.00,70.14,64.15,72.64,0.47,0.14,12.00,70.62,64.15,73.11,0.55,0.13,12.00,70.62,65.57,74.53,0.49,0.13,12.00,69.71,64.11,74.64,0.49,0.13,11.00,69.71,65.07,75.12
KOSOVO,KSV,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.81,0.25,1.00,22.93,7.28,43.69,-0.57,0.23,2.00,33.66,16.02,50.49,-0.58,0.23,2.00,36.10,17.96,51.46,-0.42,0.30,3.00,39.02,16.99,60.19,-0.76,0.24,4.00,22.82,8.70,43.00,-0.59,0.18,6.00,32.52,18.84,48.31,-0.56,0.20,7.00,32.06,20.48,51.43,-0.62,0.16,8.00,31.90,19.43,45.02,-0.61,0.16,8.00,31.28,20.28,45.75,-0.63,0.17,8.00,28.91,19.34,45.28,-0.65,0.19,7.00,29.38,16.98,47.64,-0.45,0.19,8.00,39.42,24.88,53.59,-0.52,0.18,8.00,36.54,20.57,51.20
KUWAIT,KWT,0.72,0.30,3.00,78.05,64.56,84.95,0.76,0.22,3.00,79.02,66.99,83.98,0.84,0.30,3.00,80.98,65.53,86.41,1.22,0.19,4.00,83.90,82.52,91.26,0.99,0.25,3.00,82.93,72.82,91.26,0.96,0.26,3.00,82.44,71.36,91.26,0.63,0.20,5.00,72.20,64.08,80.10,0.54,0.18,6.00,72.20,64.08,77.67,0.49,0.18,6.00,71.36,60.87,74.88,0.54,0.18,7.00,72.33,63.77,75.36,0.41,0.19,7.00,70.81,60.48,73.33,0.40,0.19,7.00,68.57,61.14,73.46,0.13,0.18,7.00,62.09,55.66,69.34,-0.16,0.18,6.00,54.03,39.62,62.74,-0.15,0.18,6.00,54.50,40.57,62.74,-0.26,0.18,6.00,50.00,35.41,57.89,-0.22,0.17,6.00,51.44,36.84,59.81
KYRGYZ REPUBLIC,KGZ,-0.47,0.56,1.00,36.10,5.34,67.48,-0.48,0.29,3.00,38.54,16.02,60.19,-0.73,0.22,5.00,26.83,7.77,46.12,-0.86,0.21,5.00,25.37,4.85,35.44,-0.90,0.17,6.00,17.56,8.74,33.50,-1.03,0.18,7.00,13.17,5.83,25.73,-1.17,0.16,8.00,10.73,3.88,18.45,-1.27,0.16,11.00,6.83,2.43,14.56,-1.25,0.16,11.00,7.28,2.90,14.98,-1.12,0.15,11.00,9.22,4.35,18.84,-1.23,0.15,11.00,6.22,1.90,17.14,-1.11,0.14,11.00,11.90,2.84,19.43,-1.15,0.14,11.00,9.48,3.30,18.87,-1.09,0.14,12.00,12.32,4.72,20.75,-1.13,0.14,12.00,11.37,3.77,20.75,-1.11,0.15,12.00,11.54,5.26,20.57,-1.08,0.15,12.00,11.54,6.22,20.10
LAO PDR,LAO,-0.47,0.56,1.00,36.10,5.34,67.48,-0.39,0.38,2.00,40.49,12.62,64.56,-0.78,0.26,3.00,24.88,5.34,46.60,-1.05,0.27,3.00,11.22,0.49,34.47,-1.16,0.23,4.00,8.78,2.43,25.73,-1.24,0.25,6.00,8.78,1.46,20.87,-1.32,0.23,6.00,6.83,0.00,18.45,-1.36,0.23,7.00,4.39,0.00,15.53,-1.31,0.22,7.00,4.37,0.97,16.91,-1.21,0.21,8.00,6.31,2.42,18.84,-1.26,0.20,9.00,5.74,0.95,18.10,-1.21,0.19,9.00,7.62,1.42,19.43,-1.19,0.19,9.00,8.06,1.89,20.28,-1.04,0.20,9.00,14.69,2.83,26.89,-0.89,0.19,10.00,19.91,9.43,33.49,-0.76,0.19,9.00,25.00,12.92,39.23,-0.84,0.18,8.00,19.71,11.00,36.36
LATVIA,LVA,-0.82,0.31,2.00,23.90,5.34,43.20,-0.03,0.19,5.00,58.54,42.23,65.05,-0.29,0.20,7.00,48.29,31.55,59.71,-0.12,0.16,7.00,54.15,42.72,62.14,0.18,0.15,8.00,60.00,54.85,69.90,0.14,0.15,9.00,60.00,54.37,68.45,0.32,0.14,9.00,64.39,57.77,69.90,0.29,0.16,10.00,65.85,59.22,72.33,0.25,0.16,10.00,64.56,57.49,71.98,0.13,0.15,10.00,61.65,56.04,68.12,0.13,0.15,11.00,62.20,55.71,69.52,0.13,0.13,11.00,61.90,55.92,66.82,0.19,0.14,10.00,63.98,56.60,68.87,0.16,0.14,10.00,63.03,57.08,67.92,0.27,0.14,11.00,64.45,59.91,69.81,0.34,0.14,11.00,66.35,59.81,70.33,0.40,0.14,11.00,68.27,62.20,72.25
LEBANON,LBN,-0.47,0.30,3.00,36.59,17.48,60.68,-0.25,0.21,4.00,45.37,33.50,61.65,-0.41,0.25,4.00,41.46,22.33,59.22,-0.38,0.18,5.00,42.44,33.01,55.83,-0.59,0.21,5.00,34.63,16.50,49.03,-0.60,0.21,6.00,29.76,16.02,49.03,-0.49,0.20,6.00,38.54,21.84,51.94,-0.96,0.18,9.00,16.59,7.28,28.64,-0.91,0.18,9.00,19.42,8.70,32.37,-0.84,0.17,10.00,19.90,8.70,34.30,-0.83,0.19,11.00,22.01,9.52,36.67,-0.86,0.17,12.00,20.48,10.43,32.70,-0.89,0.16,13.00,19.91,9.91,29.25,-0.87,0.15,12.00,20.38,11.32,30.66,-0.93,0.15,12.00,18.01,10.85,26.89,-1.06,0.15,10.00,13.46,6.70,21.05,-0.88,0.14,11.00,17.79,11.00,30.14
LESOTHO,LSO,-0.47,0.56,1.00,36.10,5.34,67.48,-0.07,0.34,3.00,56.59,31.55,68.93,-0.12,0.33,3.00,56.59,30.10,68.93,-0.18,0.32,4.00,52.20,32.52,66.99,-0.40,0.29,4.00,43.90,17.96,57.77,-0.19,0.25,5.00,50.24,31.07,61.65,-0.04,0.25,5.00,55.61,39.32,66.50,-0.04,0.20,7.00,57.56,43.20,65.05,-0.12,0.19,8.00,55.83,40.10,60.87,0.04,0.18,8.00,60.19,49.28,67.15,0.16,0.18,8.00,63.64,54.76,70.95,0.18,0.18,8.00,63.33,55.45,71.56,0.18,0.18,8.00,63.51,56.13,70.75,0.12,0.19,9.00,62.56,53.77,69.34,0.25,0.19,10.00,63.98,57.55,71.23,0.15,0.19,10.00,61.06,52.63,67.94,0.07,0.18,10.00,60.10,51.20,66.99
