,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
NETHERLANDS ANTILLES (FORMER),ANT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.72,0.44,1.00,72.46,45.67,98.56,0.87,0.38,2.00,75.85,54.81,99.52,1.16,0.37,2.00,90.82,62.98,100.00,1.15,0.35,2.00,91.79,66.83,100.00,1.16,0.34,2.00,91.83,67.46,100.00,0.92,0.34,2.00,81.99,57.08,99.06,1.05,0.35,2.00,86.26,62.26,100.00,1.28,0.34,2.00,93.36,68.87,99.53,1.16,0.31,2.00,89.57,68.40,99.53,0.72,0.41,1.00,67.77,47.64,97.64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NEW ZEALAND,NZL,1.24,0.36,4.00,93.72,64.42,100.00,1.22,0.33,4.00,94.20,69.71,100.00,1.26,0.30,5.00,94.20,72.12,100.00,1.23,0.28,6.00,94.69,72.60,100.00,1.16,0.28,6.00,89.37,69.23,99.52,1.47,0.28,7.00,99.03,81.73,100.00,1.21,0.27,7.00,89.86,68.27,100.00,1.20,0.24,8.00,92.27,71.15,100.00,1.20,0.24,8.00,93.72,75.00,100.00,1.12,0.24,8.00,88.94,70.81,100.00,1.03,0.24,8.00,86.26,69.34,95.28,1.22,0.24,8.00,91.00,75.94,99.53,1.37,0.24,9.00,97.63,81.13,99.53,1.36,0.22,9.00,97.16,81.60,99.53,1.45,0.22,9.00,98.58,86.32,99.53,1.45,0.19,9.00,98.57,90.52,99.53,1.49,0.20,9.00,99.05,90.05,99.53
NICARAGUA,NIC,-0.61,0.36,4.00,25.60,12.50,45.19,-0.57,0.33,4.00,27.54,14.42,43.75,-0.13,0.33,4.00,39.13,26.44,62.02,-0.15,0.30,5.00,41.55,25.48,57.21,-0.39,0.29,5.00,33.33,22.12,47.12,-0.35,0.28,6.00,32.85,21.63,50.00,-0.32,0.28,6.00,36.23,24.04,51.92,-0.26,0.27,6.00,37.68,25.48,52.40,-0.09,0.26,6.00,39.13,27.40,56.25,-0.21,0.26,6.00,37.02,25.36,52.15,-0.33,0.24,7.00,33.65,22.17,48.11,-0.51,0.24,7.00,27.49,19.81,42.45,-0.28,0.24,7.00,38.86,25.47,50.47,-0.37,0.22,8.00,36.49,22.64,44.34,-0.26,0.23,8.00,37.91,25.47,50.94,-0.04,0.20,8.00,44.76,32.23,57.35,-0.03,0.20,8.00,46.19,34.60,57.35
NIGER,NER,-0.11,0.43,3.00,43.48,20.67,63.46,-0.42,0.38,3.00,30.92,16.83,53.85,0.00,0.40,3.00,44.93,26.44,68.75,-0.25,0.40,3.00,38.16,19.23,59.62,0.01,0.33,3.00,41.55,28.37,63.94,-0.52,0.32,4.00,28.50,17.79,45.67,-0.48,0.32,4.00,30.92,17.79,47.60,-0.23,0.28,5.00,39.61,25.48,53.37,-0.46,0.27,5.00,28.99,18.75,42.79,-0.67,0.27,5.00,24.04,13.88,36.36,-1.16,0.25,6.00,14.69,8.49,22.17,-1.17,0.25,6.00,12.80,8.02,22.64,-0.87,0.25,6.00,19.91,12.26,31.60,-1.16,0.24,6.00,14.69,6.60,22.17,-1.32,0.24,6.00,9.00,6.13,18.40,-1.18,0.21,6.00,9.52,8.06,18.96,-0.98,0.21,6.00,15.24,9.00,24.17
NIGERIA,NGA,-1.17,0.36,4.00,13.53,6.25,26.92,-0.69,0.33,4.00,24.64,12.50,38.94,-1.52,0.33,4.00,8.70,2.88,18.75,-1.69,0.30,5.00,7.25,1.92,16.35,-1.65,0.29,5.00,5.80,2.88,15.87,-1.72,0.28,6.00,4.83,2.88,13.46,-1.65,0.28,6.00,6.28,2.40,14.90,-2.03,0.25,7.00,2.90,0.96,8.65,-2.01,0.24,7.00,3.86,1.44,8.65,-1.86,0.24,7.00,5.29,2.39,10.05,-1.95,0.24,7.00,4.27,1.89,8.49,-2.19,0.24,7.00,3.32,1.42,4.72,-1.94,0.24,8.00,3.32,2.36,6.13,-2.06,0.22,8.00,3.32,1.42,5.66,-2.08,0.23,8.00,3.79,1.89,6.13,-2.13,0.20,8.00,5.24,2.84,6.64,-2.07,0.20,8.00,5.71,2.37,6.64
NIUE,NIU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.28,0.68,1.00,93.84,50.47,100.00,1.45,0.58,1.00,96.68,63.68,100.00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
NORWAY,NOR,1.37,0.36,4.00,99.52,71.63,100.00,1.36,0.33,4.00,98.55,73.08,100.00,1.44,0.30,5.00,96.62,78.37,100.00,1.51,0.28,6.00,98.07,84.62,100.00,1.17,0.28,6.00,90.34,69.23,99.52,1.18,0.28,7.00,91.79,72.60,100.00,1.27,0.27,7.00,92.27,71.63,100.00,1.20,0.24,8.00,93.24,71.15,100.00,1.12,0.24,8.00,89.37,71.63,100.00,1.24,0.24,8.00,95.19,76.08,100.00,1.24,0.24,8.00,91.94,77.36,100.00,1.30,0.24,8.00,93.84,79.72,100.00,1.32,0.24,9.00,95.26,75.94,99.53,1.31,0.22,9.00,93.84,78.77,99.53,1.33,0.22,9.00,94.79,78.77,99.53,1.11,0.19,9.00,89.05,73.46,98.10,1.15,0.20,9.00,89.52,72.51,98.58
OMAN,OMN,0.80,0.36,4.00,71.98,53.37,99.52,0.76,0.33,4.00,71.50,52.88,96.15,1.03,0.33,4.00,80.68,64.90,99.04,0.82,0.31,4.00,75.36,56.73,95.19,1.01,0.30,4.00,84.06,62.50,99.04,1.07,0.29,5.00,84.06,64.90,99.52,0.92,0.29,5.00,77.78,59.62,96.15,0.81,0.28,5.00,71.50,55.77,95.19,0.90,0.26,6.00,78.74,61.54,96.15,0.92,0.26,6.00,78.37,61.24,96.65,0.80,0.24,7.00,74.41,59.43,90.57,0.59,0.24,7.00,66.82,51.89,82.55,0.42,0.24,7.00,61.14,48.11,70.28,0.45,0.23,7.00,61.14,48.58,73.11,0.45,0.23,7.00,62.09,50.00,71.23,0.71,0.20,7.00,69.52,58.29,86.26,0.69,0.20,7.00,68.57,58.77,86.73
PAKISTAN,PAK,-1.20,0.36,4.00,12.56,5.77,25.96,-1.17,0.33,4.00,13.53,7.69,25.96,-1.14,0.33,4.00,14.49,7.69,27.40,-1.70,0.31,4.00,5.80,1.44,16.35,-1.58,0.29,5.00,7.73,3.85,18.75,-1.56,0.28,6.00,6.76,3.85,15.87,-1.76,0.28,6.00,5.31,1.44,11.54,-2.04,0.25,7.00,2.42,0.96,8.65,-2.42,0.24,7.00,0.97,0.48,3.85,-2.57,0.24,7.00,0.96,0.48,2.39,-2.63,0.24,7.00,1.42,0.47,2.36,-2.67,0.24,7.00,0.47,0.47,2.36,-2.81,0.24,8.00,0.47,0.00,1.89,-2.69,0.22,8.00,0.95,0.00,2.36,-2.60,0.23,8.00,0.95,0.00,2.83,-2.40,0.20,8.00,3.33,0.47,5.69,-2.54,0.20,8.00,0.95,0.47,3.32
PALAU,PLW,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.20,0.57,1.00,94.69,53.85,100.00,1.15,0.61,1.00,88.89,50.96,100.00,1.08,0.63,1.00,85.99,47.12,100.00,1.07,0.66,1.00,85.99,45.67,100.00,1.12,0.66,1.00,88.89,43.75,100.00,1.04,0.68,1.00,85.10,40.67,100.00,1.47,0.55,2.00,99.05,65.57,100.00,1.54,0.47,2.00,99.05,71.23,100.00,1.09,0.61,1.00,86.26,49.53,100.00,1.06,0.64,1.00,86.73,45.28,100.00,1.10,0.60,1.00,88.15,50.94,100.00,1.01,0.50,1.00,82.86,53.55,99.53,1.00,0.50,1.00,84.76,53.08,99.53
PANAMA,PAN,0.05,0.36,4.00,47.34,27.40,66.35,0.26,0.33,4.00,55.56,33.17,73.08,0.17,0.33,4.00,52.66,33.65,70.67,0.23,0.30,5.00,52.66,37.98,69.71,0.04,0.29,5.00,43.96,30.77,62.50,0.09,0.28,6.00,48.79,32.21,63.94,-0.18,0.28,6.00,40.10,27.40,55.77,-0.07,0.27,6.00,43.48,29.81,58.17,-0.04,0.26,6.00,41.55,28.85,58.17,-0.08,0.26,6.00,40.38,28.71,56.94,0.04,0.24,7.00,46.45,32.08,61.32,-0.11,0.24,7.00,42.18,27.36,55.19,-0.03,0.24,7.00,46.45,32.55,59.43,-0.16,0.22,8.00,39.81,29.25,53.30,-0.13,0.23,8.00,41.71,28.77,56.60,0.21,0.20,8.00,54.29,42.18,63.51,0.41,0.20,8.00,59.52,51.18,71.09
PAPUA NEW GUINEA,PNG,-0.81,0.36,4.00,20.77,8.65,39.90,-0.24,0.33,4.00,36.23,21.63,56.73,-0.33,0.33,4.00,34.30,19.71,54.33,-0.63,0.31,4.00,26.09,16.35,41.83,-0.61,0.30,4.00,27.54,18.75,39.42,-0.61,0.29,5.00,25.12,16.35,39.42,-0.97,0.29,5.00,19.81,8.17,29.33,-0.89,0.28,5.00,20.29,12.02,31.25,-0.78,0.27,5.00,20.77,12.50,33.65,-0.63,0.27,5.00,25.48,15.79,38.28,-0.81,0.27,5.00,20.38,13.21,32.08,-0.84,0.27,5.00,21.33,10.85,32.55,-0.78,0.26,5.00,20.85,13.21,35.85,-0.62,0.25,5.00,25.59,17.45,39.15,-0.55,0.25,5.00,27.49,18.40,41.51,-0.39,0.21,5.00,30.48,20.85,44.55,-0.60,0.22,5.00,24.29,16.11,36.49
PARAGUAY,PRY,-0.59,0.36,4.00,26.09,12.98,46.15,-0.83,0.33,4.00,20.29,10.58,33.65,-1.09,0.33,4.00,15.94,8.17,28.85,-1.30,0.30,5.00,14.01,4.81,23.08,-0.79,0.29,5.00,24.64,13.94,35.58,-0.53,0.28,6.00,28.02,19.23,43.27,-0.64,0.28,6.00,27.05,17.31,39.90,-0.74,0.27,6.00,24.15,13.94,34.13,-0.68,0.26,6.00,24.15,14.90,36.54,-0.68,0.26,6.00,23.56,13.88,35.89,-0.87,0.24,7.00,19.91,13.21,30.19,-0.81,0.24,7.00,22.27,12.74,32.08,-0.67,0.24,7.00,26.07,16.51,39.15,-0.83,0.23,7.00,20.85,12.74,32.55,-0.69,0.23,7.00,23.70,16.04,36.79,-0.10,0.20,7.00,42.38,29.38,54.98,-0.02,0.20,7.00,47.14,34.60,57.35
PERU,PER,-1.09,0.36,4.00,16.43,6.73,29.81,-0.60,0.33,4.00,26.09,13.94,42.79,-1.10,0.33,4.00,15.46,8.17,28.85,-1.05,0.30,5.00,18.36,10.58,27.40,-1.20,0.29,5.00,14.98,5.77,25.48,-1.00,0.28,6.00,18.84,7.69,27.88,-0.98,0.28,6.00,18.84,8.17,29.33,-0.85,0.25,7.00,22.22,13.46,31.25,-0.76,0.24,7.00,22.22,13.46,32.21,-0.90,0.24,8.00,17.79,11.96,29.19,-1.18,0.24,8.00,13.74,8.49,20.75,-0.98,0.24,8.00,17.06,10.38,26.42,-0.74,0.24,9.00,23.22,14.15,35.85,-0.87,0.22,9.00,19.91,12.26,30.19,-0.77,0.22,9.00,21.33,14.15,33.49,-0.55,0.19,9.00,26.67,18.01,36.97,-0.51,0.20,9.00,29.05,21.33,38.39
PHILIPPINES,PHL,-0.48,0.36,4.00,30.43,16.83,49.04,-0.30,0.33,4.00,32.85,19.71,54.81,-1.41,0.30,5.00,11.11,5.29,19.71,-0.91,0.28,6.00,18.84,12.98,29.81,-1.58,0.28,6.00,7.25,3.85,18.27,-1.68,0.28,7.00,5.31,3.37,13.46,-1.22,0.27,7.00,13.53,5.77,24.04,-1.65,0.24,8.00,8.21,2.40,13.46,-1.63,0.24,8.00,8.21,3.85,12.50,-1.77,0.24,8.00,8.17,2.39,11.00,-1.71,0.24,8.00,5.69,2.83,11.32,-1.63,0.24,8.00,5.21,3.77,12.26,-1.38,0.24,9.00,9.95,5.66,17.45,-1.16,0.22,9.00,14.22,7.55,21.70,-1.06,0.22,9.00,16.59,8.02,24.06,-0.72,0.19,9.00,21.43,12.80,30.33,-0.84,0.20,9.00,20.95,10.90,27.96
POLAND,POL,0.72,0.36,4.00,69.57,49.04,96.15,0.74,0.33,4.00,71.01,50.96,94.71,0.22,0.30,5.00,54.59,35.10,70.67,0.65,0.28,6.00,65.70,48.56,86.54,0.54,0.28,6.00,63.29,46.15,83.17,0.11,0.28,7.00,49.76,33.17,63.94,0.34,0.27,7.00,56.52,42.31,70.19,0.33,0.24,8.00,55.07,43.27,67.31,0.64,0.24,8.00,69.57,52.88,84.62,0.86,0.24,8.00,77.40,60.29,95.22,0.90,0.24,8.00,80.09,63.68,93.87,0.98,0.24,8.00,82.94,67.45,94.34,1.05,0.24,9.00,83.89,68.87,98.11,1.03,0.22,9.00,83.41,68.87,97.64,0.96,0.22,9.00,78.67,65.57,94.34,0.85,0.19,9.00,76.19,63.51,91.94,0.87,0.20,9.00,75.71,62.09,91.47
PORTUGAL,PRT,1.21,0.36,4.00,93.24,63.46,100.00,1.31,0.33,4.00,96.14,71.15,100.00,1.34,0.30,5.00,95.65,75.48,100.00,1.35,0.28,6.00,95.65,79.33,100.00,1.27,0.28,6.00,96.14,71.63,100.00,0.95,0.28,7.00,79.23,62.98,97.12,1.02,0.27,7.00,81.64,64.90,99.52,0.92,0.24,8.00,77.78,62.98,95.67,0.77,0.24,8.00,72.95,57.69,92.79,0.96,0.24,8.00,80.77,67.46,96.65,0.76,0.24,8.00,72.51,57.08,89.62,0.70,0.24,8.00,70.62,55.66,87.26,0.72,0.24,8.00,69.19,58.02,89.15,0.76,0.22,9.00,70.62,59.91,88.68,0.73,0.22,9.00,68.72,58.96,88.21,0.80,0.19,9.00,73.81,61.61,90.52,0.87,0.20,9.00,75.24,62.09,91.47
PUERTO RICO,PRI,0.19,0.61,1.00,52.17,21.15,87.50,0.19,0.58,1.00,52.17,22.60,88.94,0.18,0.59,1.00,53.62,23.08,87.50,0.22,0.52,1.00,51.21,25.96,84.62,0.28,0.42,1.00,55.07,31.73,81.73,0.60,0.38,2.00,65.22,44.71,92.79,0.48,0.38,2.00,62.80,40.87,86.54,0.42,0.37,2.00,58.94,40.38,83.65,0.46,0.33,3.00,60.87,39.90,83.17,0.32,0.32,3.00,55.29,36.84,76.08,0.17,0.31,3.00,51.18,33.02,69.81,0.40,0.29,4.00,57.82,43.40,77.83,0.63,0.28,4.00,67.77,52.83,87.74,0.63,0.26,4.00,67.77,53.30,84.91,0.25,0.26,4.00,57.35,39.62,67.45,0.81,0.21,5.00,74.29,61.14,91.47,0.84,0.22,5.00,73.81,61.14,91.94
QATAR,QAT,0.19,0.36,4.00,53.14,33.65,71.63,0.97,0.33,4.00,79.71,60.10,100.00,1.06,0.33,4.00,83.09,65.38,99.04,0.74,0.31,4.00,71.01,52.40,94.71,1.14,0.30,4.00,88.41,65.87,99.52,1.08,0.29,5.00,85.02,65.38,99.52,0.99,0.28,6.00,80.68,64.42,99.04,0.90,0.26,7.00,75.85,60.10,95.67,0.94,0.26,6.00,79.71,62.02,96.63,1.10,0.26,6.00,87.50,68.90,100.00,1.21,0.24,8.00,91.00,75.94,100.00,1.12,0.24,8.00,88.15,70.75,97.64,1.16,0.25,7.00,90.05,70.28,99.06,1.21,0.23,8.00,91.47,73.11,99.53,1.19,0.23,8.00,91.47,71.23,99.06,0.98,0.20,8.00,80.95,67.30,95.73,0.98,0.20,8.00,81.90,67.30,94.79
RêUNION,REU,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.46,0.44,1.00,61.84,36.54,92.31,0.51,0.46,1.00,64.25,37.98,92.31,0.75,0.44,1.00,69.57,46.63,99.52,0.73,0.41,1.00,71.50,44.71,98.56,0.47,0.40,1.00,61.06,38.28,89.95,0.42,0.37,1.00,60.66,38.68,86.32,0.42,0.41,1.00,59.72,36.32,87.74,0.46,0.43,1.00,62.09,39.15,89.62,0.47,0.37,1.00,62.09,41.04,87.74,0.47,0.41,1.00,63.03,38.68,90.57,0.29,0.31,1.00,57.62,36.97,73.46,0.32,0.33,1.00,57.62,36.97,74.88
ROMANIA,ROM,0.49,0.36,4.00,62.32,44.23,85.10,0.38,0.33,4.00,58.94,38.94,78.37,-0.48,0.33,4.00,30.43,17.31,48.56,0.39,0.30,5.00,58.45,41.83,79.33,0.29,0.28,6.00,55.56,37.98,70.19,0.04,0.28,7.00,46.86,31.25,62.98,0.07,0.27,7.00,48.79,36.06,64.42,0.12,0.24,8.00,49.76,37.02,62.98,0.17,0.24,8.00,49.28,37.02,64.90,0.15,0.24,8.00,50.00,35.89,65.07,0.35,0.24,8.00,56.87,42.92,70.75,0.24,0.24,8.00,53.55,40.57,67.92,0.17,0.24,9.00,53.55,39.15,64.15,0.07,0.22,9.00,48.34,37.26,60.38,0.16,0.22,9.00,53.08,38.68,64.62,0.03,0.19,9.00,48.10,35.07,58.29,0.20,0.20,9.00,54.76,40.28,61.14
RUSSIAN FEDERATION,RUS,-1.22,0.36,4.00,12.08,5.29,24.52,-1.11,0.33,4.00,14.98,7.69,27.88,-1.42,0.30,5.00,10.14,5.29,19.71,-0.77,0.28,6.00,24.15,16.35,36.06,-1.20,0.28,6.00,14.49,5.77,25.48,-1.46,0.28,7.00,7.73,4.33,18.75,-1.25,0.27,7.00,12.56,5.77,23.08,-0.90,0.24,8.00,19.32,12.98,29.81,-0.86,0.24,8.00,18.84,12.50,28.85,-0.76,0.24,8.00,20.19,13.88,31.10,-0.95,0.24,8.00,18.01,10.85,27.36,-0.91,0.24,8.00,18.96,10.85,27.36,-0.99,0.24,9.00,17.54,10.38,28.30,-0.83,0.22,9.00,20.38,13.68,32.08,-0.74,0.22,9.00,22.27,15.57,36.32,-0.94,0.19,9.00,14.76,9.48,24.64,-1.05,0.20,9.00,12.86,8.53,22.27
RWANDA,RWA,-1.95,0.48,2.00,3.86,0.48,13.94,-2.15,0.44,2.00,3.86,0.48,10.10,-1.81,0.46,2.00,5.31,0.48,16.83,-1.78,0.44,2.00,4.83,0.48,18.27,-1.15,0.36,2.00,15.94,5.77,28.37,-1.17,0.38,2.00,14.49,4.81,27.88,-0.97,0.40,2.00,19.32,6.73,36.54,-0.68,0.29,4.00,25.60,13.94,40.38,-0.31,0.29,4.00,34.30,20.67,48.56,-0.30,0.29,4.00,33.65,20.10,50.72,-0.47,0.29,4.00,29.86,18.40,44.34,-0.20,0.27,5.00,38.86,25.94,53.77,-0.14,0.27,5.00,41.23,29.25,58.02,-0.20,0.24,6.00,39.34,26.42,53.30,-0.08,0.24,6.00,43.60,30.66,58.02,-0.27,0.21,6.00,36.67,25.12,50.24,-0.08,0.21,6.00,44.29,32.23,55.92
SAMOA,WSM,1.25,0.48,2.00,95.17,60.10,100.00,1.27,0.44,2.00,94.69,63.46,100.00,1.19,0.46,2.00,88.89,62.98,100.00,0.99,0.44,2.00,81.64,54.33,100.00,1.26,0.36,2.00,95.65,68.27,100.00,1.16,0.34,3.00,90.34,66.35,100.00,1.15,0.35,3.00,88.41,65.38,100.00,1.14,0.34,3.00,88.89,64.42,100.00,1.03,0.32,3.00,84.54,61.54,100.00,1.12,0.32,3.00,89.90,67.46,100.00,0.98,0.32,3.00,84.83,61.32,99.06,0.79,0.33,3.00,73.46,54.25,93.87,1.01,0.31,3.00,81.99,62.74,99.06,1.02,0.29,3.00,82.94,63.21,99.06,1.01,0.30,3.00,82.94,64.62,99.06,1.14,0.24,3.00,90.95,70.62,99.53,1.20,0.26,3.00,91.90,71.56,99.53
SAN MARINO,SMR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.20,0.57,1.00,94.69,53.85,100.00,1.15,0.61,1.00,88.89,50.96,100.00,1.08,0.63,1.00,85.99,47.12,100.00,1.07,0.66,1.00,85.99,45.67,100.00,1.12,0.66,1.00,88.89,43.75,100.00,1.04,0.68,1.00,85.10,40.67,100.00,1.47,0.55,2.00,99.05,65.57,100.00,1.54,0.47,2.00,99.05,71.23,100.00,1.09,0.61,1.00,86.26,49.53,100.00,1.06,0.64,1.00,86.73,45.28,100.00,1.10,0.60,1.00,88.15,50.94,100.00,1.01,0.50,1.00,82.86,53.55,99.53,1.00,0.50,1.00,84.76,53.08,99.53
S«O TOMê AND PRINCIPE,STP,0.96,0.48,2.00,81.64,50.96,100.00,0.99,0.44,2.00,81.64,55.77,100.00,1.05,0.46,2.00,82.61,56.73,100.00,0.47,0.44,2.00,63.29,37.50,88.46,0.23,0.36,2.00,52.17,34.13,71.63,0.60,0.38,2.00,66.18,44.71,92.79,0.61,0.40,2.00,66.18,44.23,91.83,0.33,0.32,3.00,54.59,40.38,74.04,0.41,0.32,3.00,58.94,38.94,79.33,0.18,0.32,3.00,51.44,32.06,69.86,0.15,0.29,4.00,50.24,33.96,69.34,0.12,0.28,4.00,51.18,33.96,66.51,0.00,0.31,3.00,47.39,29.72,63.68,0.02,0.29,3.00,46.92,33.02,62.74,0.12,0.30,3.00,51.18,36.32,65.57,0.20,0.24,3.00,53.81,36.97,65.88,0.18,0.25,3.00,53.81,37.44,64.93
SAUDI ARABIA,SAU,-0.26,0.36,4.00,37.68,20.67,55.77,0.02,0.33,4.00,45.89,27.88,63.94,0.11,0.33,4.00,50.72,31.73,68.75,-0.09,0.31,4.00,42.51,26.92,60.10,0.10,0.30,4.00,47.34,33.17,65.38,-0.68,0.29,5.00,24.15,14.90,38.46,-0.25,0.29,5.00,37.68,25.00,54.81,-0.54,0.25,6.00,29.47,17.79,41.83,-0.50,0.24,7.00,28.02,18.75,38.94,-0.37,0.24,7.00,30.77,20.10,44.98,-0.51,0.24,7.00,27.96,19.34,41.51,-0.22,0.24,7.00,36.97,25.94,51.89,-0.46,0.25,6.00,31.75,20.28,45.28,-0.45,0.23,7.00,32.70,21.23,42.45,-0.41,0.23,7.00,33.18,20.75,45.75,-0.28,0.20,7.00,35.24,24.64,48.82,-0.54,0.20,7.00,27.62,17.54,37.44
SENEGAL,SEN,-0.72,0.36,4.00,22.22,10.58,43.27,-1.06,0.33,4.00,15.94,8.17,27.88,-0.70,0.33,4.00,25.12,13.46,38.94,-0.34,0.31,4.00,34.78,21.63,48.08,-0.29,0.29,5.00,36.23,25.00,49.52,-0.02,0.29,5.00,45.41,28.85,62.02,-0.22,0.29,5.00,39.61,25.48,55.77,-0.28,0.25,6.00,35.27,25.48,50.96,-0.25,0.24,7.00,36.23,24.52,48.08,-0.15,0.24,7.00,38.94,27.75,53.59,-0.20,0.24,7.00,38.39,25.94,51.42,-0.43,0.24,7.00,31.75,21.70,44.81,-0.30,0.24,8.00,37.91,25.00,49.53,-0.12,0.22,8.00,41.23,31.13,55.66,-0.06,0.23,8.00,44.08,32.55,58.02,-0.19,0.20,8.00,37.62,28.91,52.13,-0.17,0.20,8.00,40.00,29.38,53.08
SERBIA,SRB,-1.14,0.36,4.00,14.49,6.25,27.40,-2.19,0.33,4.00,3.38,0.48,8.17,-1.70,0.33,4.00,7.25,1.44,14.42,-0.60,0.31,4.00,26.57,17.79,42.31,-0.61,0.29,5.00,27.05,18.75,38.94,-0.56,0.28,6.00,27.05,18.27,42.31,-0.76,0.28,6.00,24.64,13.46,36.54,-0.56,0.29,5.00,27.54,17.79,43.27,-0.61,0.26,6.00,25.60,16.83,38.94,-0.56,0.26,6.00,26.92,16.27,39.71,-0.49,0.24,7.00,28.91,19.34,41.51,-0.44,0.24,7.00,30.81,21.70,43.87,-0.30,0.24,7.00,37.44,25.00,49.53,-0.22,0.22,8.00,38.39,26.42,51.42,-0.08,0.23,8.00,43.13,31.13,58.02,0.17,0.20,8.00,52.86,38.86,61.61,0.23,0.20,8.00,55.71,42.18,62.09
SEYCHELLES,SYC,0.96,0.48,2.00,81.64,50.96,100.00,0.99,0.44,2.00,81.64,55.77,100.00,1.19,0.46,2.00,88.89,62.98,100.00,0.84,0.44,2.00,76.81,47.12,99.52,0.63,0.36,2.00,65.70,44.23,94.71,0.67,0.31,4.00,70.53,52.88,91.35,0.94,0.31,4.00,78.26,59.62,99.04,0.92,0.29,4.00,78.26,60.10,96.15,0.82,0.29,4.00,75.36,56.73,96.15,0.77,0.29,4.00,71.63,54.07,95.22,0.62,0.29,4.00,69.19,49.53,87.26,0.88,0.28,4.00,78.20,58.49,94.34,0.96,0.27,4.00,78.67,63.68,98.11,0.76,0.25,5.00,70.14,59.43,90.09,0.84,0.25,5.00,72.04,61.32,91.98,0.38,0.21,5.00,58.57,47.39,70.62,0.69,0.22,5.00,68.10,57.82,87.68
