,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
CROATIA,HRV,-0.18,0.40,3.00,40.58,20.67,62.02,-0.04,0.33,4.00,43.48,26.44,62.50,0.15,0.33,4.00,52.17,32.21,69.23,0.52,0.30,5.00,63.77,44.71,82.21,0.52,0.29,5.00,62.80,44.23,82.69,0.64,0.28,6.00,67.63,52.88,86.54,0.43,0.28,6.00,59.42,45.19,76.92,0.54,0.26,7.00,63.29,49.04,80.77,0.59,0.26,7.00,67.15,48.56,83.65,0.55,0.26,7.00,65.38,49.28,80.86,0.59,0.25,7.00,66.35,50.94,84.91,0.58,0.25,7.00,65.88,51.89,83.96,0.60,0.25,8.00,66.82,54.72,81.60,0.58,0.22,9.00,64.45,53.30,78.30,0.61,0.22,9.00,65.88,56.60,81.13,0.61,0.19,9.00,66.19,57.82,77.25,0.58,0.20,9.00,63.33,55.92,76.30
CUBA,CUB,0.16,0.36,4.00,50.72,31.25,70.67,-0.07,0.33,4.00,41.06,25.96,61.54,0.15,0.33,4.00,51.69,32.21,69.23,0.18,0.31,4.00,48.31,35.58,67.79,0.27,0.30,4.00,54.11,37.02,70.19,0.34,0.29,5.00,58.45,38.94,75.00,0.40,0.29,5.00,58.45,43.27,76.44,0.44,0.25,6.00,59.90,46.63,74.52,0.42,0.25,6.00,59.42,43.27,75.96,0.49,0.25,6.00,62.02,47.37,77.99,0.34,0.25,6.00,56.40,42.45,72.17,0.33,0.25,6.00,56.40,42.92,71.23,0.28,0.25,6.00,55.92,41.51,68.87,0.32,0.24,6.00,57.35,42.45,68.87,0.37,0.24,6.00,59.24,46.23,68.87,0.51,0.21,6.00,62.38,53.55,76.30,0.58,0.21,6.00,64.29,55.92,77.73
CYPRUS,CYP,0.30,0.36,4.00,55.07,36.06,75.96,0.13,0.33,4.00,50.24,30.77,69.71,0.43,0.33,4.00,62.80,39.42,78.85,0.09,0.31,4.00,46.38,29.81,65.38,0.47,0.30,4.00,62.32,39.90,81.73,0.35,0.28,6.00,58.94,40.38,74.52,0.46,0.28,6.00,61.84,46.15,77.88,0.52,0.27,6.00,62.80,47.60,80.29,0.53,0.26,6.00,63.77,46.63,80.77,0.64,0.26,6.00,68.75,52.15,87.08,0.38,0.24,7.00,57.82,43.87,73.11,0.44,0.24,7.00,61.14,48.11,76.42,0.60,0.24,7.00,65.88,54.72,81.60,0.62,0.23,7.00,65.88,55.66,80.19,0.55,0.23,7.00,64.93,54.72,75.94,0.56,0.20,7.00,64.29,54.98,76.78,0.54,0.20,7.00,61.43,54.98,75.83
CZECH REPUBLIC,CZE,1.04,0.36,4.00,84.54,59.13,100.00,0.81,0.33,4.00,73.43,55.77,98.56,0.26,0.30,5.00,55.56,36.54,72.12,0.95,0.28,6.00,80.19,63.46,96.15,0.84,0.28,6.00,74.88,57.69,96.15,0.63,0.28,7.00,66.67,52.88,84.62,0.90,0.27,7.00,77.29,61.54,95.67,1.01,0.24,8.00,82.13,64.90,99.04,0.98,0.24,8.00,81.64,67.31,96.63,1.01,0.24,8.00,82.21,67.46,99.04,0.88,0.24,8.00,78.20,63.21,91.98,0.96,0.24,8.00,81.52,65.57,94.34,1.09,0.24,9.00,87.68,68.87,98.58,1.04,0.22,9.00,84.36,68.87,98.11,1.05,0.22,9.00,84.36,67.45,98.11,0.96,0.19,9.00,80.48,67.30,95.73,0.96,0.20,9.00,80.95,66.35,94.79
DENMARK,DNK,1.36,0.36,4.00,98.07,70.67,100.00,1.35,0.33,4.00,97.58,73.08,100.00,1.43,0.30,5.00,96.14,78.37,100.00,1.43,0.28,6.00,97.10,80.29,100.00,1.17,0.28,6.00,89.86,69.23,99.52,1.05,0.28,7.00,83.09,65.38,99.04,1.04,0.27,7.00,83.09,65.38,99.52,1.03,0.26,7.00,83.09,64.90,99.52,1.11,0.26,7.00,86.96,70.19,100.00,1.05,0.26,7.00,86.06,68.42,99.52,0.97,0.24,8.00,84.36,66.04,94.81,1.03,0.24,8.00,85.78,67.92,94.81,1.10,0.24,8.00,88.63,68.87,98.58,0.91,0.22,9.00,74.88,63.21,92.92,0.95,0.22,9.00,78.20,65.09,92.92,0.93,0.19,9.00,77.62,66.82,94.79,0.89,0.20,9.00,76.19,63.03,92.89
DJIBOUTI,DJI,-0.48,0.48,2.00,30.92,10.58,55.29,-1.07,0.44,2.00,15.46,6.25,31.73,-0.39,0.46,2.00,32.37,14.42,59.62,-0.45,0.44,2.00,28.99,16.35,54.81,-0.95,0.36,2.00,20.77,8.65,34.13,-0.32,0.38,2.00,34.78,19.23,56.25,-0.78,0.40,2.00,24.15,8.17,42.31,-0.22,0.34,3.00,40.10,23.08,55.29,-0.06,0.32,3.00,40.58,26.92,61.54,0.30,0.32,3.00,54.33,36.36,74.64,0.50,0.29,4.00,63.51,45.28,84.91,0.26,0.28,4.00,54.50,38.68,70.75,0.18,0.27,4.00,54.50,39.15,67.92,0.17,0.26,4.00,51.66,38.21,64.62,-0.12,0.26,4.00,42.18,26.42,58.02,-0.74,0.22,4.00,20.95,11.37,31.28,-0.45,0.23,4.00,30.95,21.33,44.55
DOMINICA,DMA,0.64,0.61,1.00,66.18,34.62,100.00,0.65,0.58,1.00,67.15,32.21,100.00,0.41,0.59,1.00,61.84,28.85,95.67,0.47,0.52,1.00,62.80,31.73,95.19,0.65,0.36,2.00,67.15,45.67,95.19,1.01,0.34,3.00,81.64,61.54,99.52,0.86,0.35,3.00,75.36,55.77,99.04,0.96,0.34,3.00,79.71,58.65,100.00,0.85,0.32,3.00,77.29,55.29,96.63,0.96,0.32,3.00,80.29,58.85,99.52,0.72,0.32,3.00,70.14,51.42,91.98,0.99,0.33,3.00,83.41,61.79,97.64,1.21,0.31,3.00,91.47,68.87,99.53,1.07,0.29,3.00,87.20,64.62,99.53,1.21,0.30,3.00,91.94,67.45,99.53,1.11,0.24,3.00,90.48,70.14,99.53,1.19,0.26,3.00,90.95,71.56,99.53
DOMINICAN REPUBLIC,DOM,-0.14,0.36,4.00,42.51,21.63,60.58,-0.48,0.33,4.00,28.50,16.83,47.60,-0.01,0.33,4.00,43.96,28.85,65.38,0.05,0.30,5.00,44.93,29.81,63.94,-0.45,0.29,5.00,30.43,21.15,42.31,-0.33,0.28,6.00,33.82,21.63,50.96,-0.23,0.28,6.00,39.13,25.48,54.81,-0.10,0.25,7.00,42.03,29.81,54.33,-0.09,0.24,7.00,39.61,28.85,55.29,-0.03,0.24,7.00,43.27,30.14,56.94,-0.01,0.24,7.00,44.08,31.60,58.96,-0.07,0.24,7.00,43.13,29.72,56.13,-0.01,0.24,8.00,46.92,33.96,59.91,0.24,0.22,8.00,55.45,41.04,65.09,0.18,0.23,8.00,54.98,38.68,65.09,0.13,0.20,8.00,51.43,36.97,60.66,0.17,0.20,8.00,53.33,40.28,61.14
ECUADOR,ECU,-0.87,0.36,4.00,20.29,8.65,37.02,-0.24,0.33,4.00,35.27,21.63,56.73,-0.69,0.33,4.00,26.09,13.46,38.94,-0.84,0.30,5.00,22.22,13.94,34.13,-0.99,0.29,5.00,20.29,9.62,28.85,-0.83,0.28,6.00,21.26,11.54,32.21,-0.80,0.28,6.00,23.19,12.50,36.06,-0.86,0.27,6.00,21.74,12.98,31.73,-0.79,0.26,6.00,20.29,12.50,32.69,-0.73,0.26,6.00,20.67,13.88,34.45,-0.68,0.24,7.00,22.75,15.09,35.85,-0.62,0.24,7.00,26.07,16.04,37.26,-0.71,0.24,7.00,24.17,14.62,37.26,-0.60,0.22,8.00,26.07,17.92,38.21,-0.18,0.23,8.00,39.34,26.42,55.19,-0.02,0.20,7.00,45.71,32.70,58.29,-0.10,0.20,8.00,42.38,32.23,55.92
"EGYPT, ARAB REP.",EGY,-0.58,0.36,4.00,26.57,12.98,47.12,-0.06,0.33,4.00,41.55,25.96,62.02,-0.01,0.33,4.00,44.44,28.85,65.38,-0.46,0.31,4.00,28.50,18.75,44.71,-0.66,0.29,5.00,26.57,17.79,37.98,-0.78,0.28,6.00,22.22,13.46,35.10,-0.65,0.28,6.00,26.57,17.31,39.90,-0.86,0.25,7.00,21.26,13.46,31.25,-0.59,0.24,7.00,26.57,17.79,37.98,-0.52,0.24,7.00,28.37,16.75,39.71,-0.62,0.24,7.00,25.59,16.04,37.74,-0.91,0.24,7.00,19.43,10.85,27.36,-1.44,0.24,7.00,6.64,4.25,16.51,-1.46,0.22,8.00,7.58,5.66,16.04,-1.65,0.23,8.00,7.11,4.25,10.85,-1.61,0.20,8.00,7.62,6.64,9.48,-1.34,0.20,8.00,8.57,7.58,13.74
EL SALVADOR,SLV,-0.30,0.36,4.00,35.75,19.71,54.81,-0.01,0.33,4.00,44.44,27.88,63.46,0.26,0.33,4.00,56.04,35.10,74.52,0.22,0.30,5.00,51.69,37.02,67.79,-0.20,0.29,5.00,37.20,26.44,55.29,-0.07,0.28,6.00,43.00,27.88,60.58,-0.03,0.28,6.00,44.93,29.81,59.13,-0.15,0.27,6.00,41.06,27.40,54.33,0.00,0.26,6.00,43.00,30.77,60.10,0.05,0.26,6.00,46.15,30.62,61.24,-0.02,0.26,6.00,43.60,30.66,59.43,0.05,0.26,6.00,48.82,33.96,63.68,0.11,0.25,7.00,49.76,38.21,63.68,0.22,0.22,8.00,53.55,40.57,64.62,-0.08,0.23,8.00,42.65,31.13,58.02,-0.05,0.20,8.00,43.33,31.28,56.87,-0.05,0.20,8.00,45.71,34.12,56.87
EQUATORIAL GUINEA,GNQ,-0.24,0.40,3.00,39.13,19.71,58.65,-0.22,0.37,3.00,37.20,19.71,59.62,-0.18,0.37,3.00,37.68,23.56,62.98,-0.60,0.33,3.00,27.05,16.35,43.75,0.05,0.32,3.00,45.41,30.29,63.94,-0.11,0.34,3.00,41.06,24.52,61.54,-0.45,0.35,3.00,32.37,17.31,51.44,0.13,0.32,3.00,50.72,32.21,66.35,0.21,0.32,3.00,51.69,33.65,71.63,0.19,0.32,3.00,51.92,32.06,70.33,0.39,0.29,4.00,58.77,41.51,77.83,0.23,0.28,4.00,53.08,36.79,70.28,0.12,0.27,4.00,50.24,35.85,64.15,0.19,0.26,4.00,53.08,38.21,65.57,0.08,0.26,4.00,50.24,36.32,64.62,-0.37,0.22,4.00,31.90,21.33,46.45,-0.19,0.23,4.00,38.10,27.01,53.55
ERITREA,ERI,-1.11,0.48,2.00,14.98,4.33,35.58,-1.12,0.44,2.00,14.49,5.77,31.25,-0.97,0.46,2.00,18.84,6.73,37.02,-0.41,0.44,2.00,29.95,16.35,57.21,-0.76,0.36,2.00,25.12,12.50,37.98,-0.60,0.34,3.00,25.60,14.90,43.27,-0.78,0.35,3.00,23.67,11.54,39.90,-0.90,0.29,4.00,19.81,12.02,31.25,-1.02,0.29,4.00,16.91,9.62,27.40,-0.71,0.29,4.00,22.12,13.88,36.36,-0.67,0.29,4.00,23.22,15.09,38.68,-0.87,0.28,4.00,20.38,10.38,32.08,-0.77,0.27,4.00,21.33,13.21,37.26,-0.72,0.26,4.00,22.75,15.09,37.26,-0.78,0.26,4.00,20.85,11.79,36.32,-0.82,0.22,4.00,19.05,9.48,29.38,-0.87,0.23,4.00,18.10,9.95,29.38
ESTONIA,EST,0.67,0.40,3.00,68.60,46.63,96.63,0.56,0.33,4.00,63.77,45.67,86.54,0.78,0.33,4.00,72.95,55.29,95.19,0.84,0.28,6.00,77.29,58.17,95.19,0.86,0.28,6.00,76.81,57.69,96.63,0.66,0.28,7.00,69.57,53.37,86.54,0.58,0.27,7.00,65.22,51.92,81.73,0.71,0.24,8.00,67.15,54.33,87.02,0.60,0.24,8.00,67.63,51.92,82.69,0.54,0.24,8.00,64.90,49.76,78.95,0.53,0.24,8.00,64.45,49.53,81.13,0.60,0.24,8.00,67.77,52.36,83.02,0.58,0.24,9.00,64.45,54.72,78.77,0.60,0.22,9.00,64.93,54.25,78.77,0.73,0.22,9.00,68.25,58.96,86.32,0.76,0.19,9.00,71.90,59.72,87.68,0.62,0.20,9.00,66.19,57.35,79.15
ETHIOPIA,ETH,-1.10,0.36,4.00,15.94,6.73,29.81,-0.72,0.33,4.00,23.19,12.02,38.94,-1.01,0.33,4.00,17.39,8.65,31.25,-1.28,0.31,4.00,14.98,4.33,24.52,-1.43,0.29,5.00,9.66,4.81,21.15,-1.27,0.28,6.00,12.56,4.81,21.63,-1.65,0.28,6.00,5.80,1.92,14.42,-1.70,0.25,7.00,7.25,2.40,12.98,-1.76,0.24,7.00,7.25,3.37,10.10,-1.70,0.24,7.00,8.65,2.39,11.48,-1.62,0.24,7.00,7.58,3.77,13.21,-1.61,0.24,7.00,6.64,3.77,12.74,-1.49,0.24,8.00,6.16,4.25,15.57,-1.54,0.22,8.00,7.11,5.19,14.15,-1.38,0.23,8.00,8.06,6.13,17.92,-1.32,0.20,8.00,8.57,7.58,13.74,-1.48,0.20,8.00,8.10,6.64,11.37
FIJI,FJI,0.75,0.48,2.00,70.53,44.23,100.00,0.77,0.44,2.00,72.46,47.12,99.52,0.21,0.46,2.00,54.11,28.85,78.85,0.37,0.44,2.00,57.97,32.21,85.10,0.43,0.36,2.00,58.94,37.98,84.13,0.37,0.34,3.00,59.42,38.94,78.85,0.40,0.35,3.00,57.97,40.87,79.33,-0.02,0.34,3.00,44.93,27.40,63.46,0.07,0.32,3.00,45.89,29.33,67.31,-0.05,0.32,3.00,42.31,26.79,61.24,-0.26,0.32,3.00,36.49,20.75,53.30,-0.15,0.33,3.00,39.81,25.00,57.08,-0.05,0.31,3.00,45.50,29.25,61.32,-0.04,0.29,3.00,42.65,29.72,60.38,-0.03,0.30,3.00,45.97,28.77,62.74,0.55,0.24,3.00,63.81,52.61,79.62,0.58,0.26,3.00,64.76,53.08,84.83
FINLAND,FIN,1.33,0.36,4.00,97.58,70.19,100.00,1.39,0.33,4.00,99.03,75.48,100.00,1.63,0.30,5.00,99.52,87.50,100.00,1.66,0.28,6.00,100.00,88.46,100.00,1.66,0.28,6.00,100.00,90.38,100.00,1.59,0.28,7.00,100.00,87.02,100.00,1.59,0.27,7.00,100.00,87.02,100.00,1.49,0.26,7.00,100.00,84.13,100.00,1.49,0.26,7.00,100.00,85.58,100.00,1.44,0.26,7.00,99.52,82.78,100.00,1.43,0.24,8.00,96.21,86.32,100.00,1.39,0.24,8.00,94.79,84.43,100.00,1.37,0.24,8.00,97.16,79.72,99.53,1.38,0.22,9.00,97.63,82.55,99.53,1.36,0.22,9.00,97.16,81.13,99.53,1.26,0.19,9.00,95.24,78.67,99.53,1.04,0.20,9.00,87.14,70.14,96.68
FRANCE,FRA,0.81,0.36,4.00,73.43,53.37,99.52,0.66,0.33,4.00,69.08,50.00,93.75,0.74,0.30,5.00,71.50,55.29,93.27,0.85,0.28,6.00,77.78,58.17,95.19,0.17,0.28,6.00,49.28,36.06,65.87,0.34,0.28,7.00,57.49,40.38,74.04,0.38,0.27,7.00,57.49,43.27,71.63,0.57,0.24,8.00,64.25,51.92,80.29,0.55,0.24,8.00,64.25,48.56,79.33,0.53,0.24,8.00,63.46,49.28,78.47,0.47,0.24,8.00,63.03,48.11,77.83,0.67,0.24,8.00,69.19,54.72,86.32,0.59,0.24,9.00,64.93,55.19,80.66,0.55,0.22,9.00,63.51,53.30,75.47,0.44,0.22,9.00,61.61,50.00,70.75,0.31,0.19,9.00,58.10,46.45,66.82,0.27,0.20,9.00,56.67,45.97,64.93
FRENCH GUIANA,GUF,-0.04,0.61,1.00,44.44,18.27,79.81,-0.04,0.58,1.00,43.00,16.83,78.37,-0.05,0.59,1.00,42.03,17.31,78.37,0.22,0.52,1.00,51.21,25.96,84.62,0.28,0.42,1.00,55.07,31.73,81.73,0.21,0.44,1.00,53.62,28.37,78.85,0.24,0.46,1.00,55.07,29.33,81.25,0.08,0.37,2.00,47.83,29.81,66.83,0.06,0.35,2.00,44.93,27.88,68.75,0.09,0.34,2.00,47.60,30.14,68.90,0.31,0.32,2.00,53.55,37.74,77.36,0.19,0.30,3.00,52.13,34.91,70.28,0.20,0.29,3.00,54.98,38.68,68.87,0.23,0.27,3.00,54.03,38.68,68.87,0.22,0.28,3.00,56.40,38.21,67.45,0.52,0.24,3.00,62.86,50.71,76.78,0.54,0.25,3.00,61.90,53.08,79.15
GABON,GAB,-0.03,0.36,4.00,44.93,24.52,63.46,0.17,0.33,4.00,50.72,31.25,70.67,0.50,0.33,4.00,65.22,41.83,82.69,0.31,0.31,4.00,57.00,39.90,75.96,0.25,0.30,4.00,53.14,36.54,70.19,0.38,0.29,5.00,59.90,41.83,75.96,0.31,0.29,5.00,56.04,40.87,71.63,0.18,0.25,6.00,52.17,39.42,64.90,0.27,0.25,6.00,53.14,38.94,69.71,0.24,0.25,6.00,53.37,38.76,68.90,0.12,0.25,6.00,48.82,35.85,65.09,0.30,0.25,6.00,55.45,41.98,70.75,0.39,0.25,6.00,60.19,46.70,70.28,0.31,0.23,7.00,56.87,42.45,68.87,0.34,0.23,7.00,58.77,45.75,67.45,0.17,0.20,7.00,53.33,38.86,62.09,0.03,0.20,7.00,50.48,35.55,58.77
"GAMBIA, THE",GMB,0.47,0.43,3.00,61.35,39.42,87.50,0.59,0.38,3.00,64.73,43.27,93.75,0.45,0.40,3.00,63.77,37.02,84.62,0.72,0.40,3.00,70.05,45.19,95.67,0.32,0.32,4.00,56.52,37.02,74.52,0.21,0.34,4.00,54.11,33.17,74.04,0.25,0.34,4.00,55.56,36.54,71.63,-0.02,0.29,5.00,44.44,29.81,60.10,0.06,0.29,5.00,45.41,30.77,63.94,0.08,0.29,5.00,47.12,30.62,65.07,0.14,0.26,6.00,49.76,35.85,65.57,0.08,0.26,6.00,49.76,33.96,64.15,0.01,0.28,5.00,47.87,32.08,62.74,0.00,0.24,6.00,44.55,34.91,59.91,-0.05,0.24,6.00,44.55,31.60,58.96,-0.15,0.21,6.00,39.05,28.91,53.55,0.01,0.21,6.00,49.05,35.07,58.77
GEORGIA,GEO,-1.69,0.48,2.00,6.76,2.40,19.71,-1.76,0.44,2.00,7.25,0.96,16.83,-0.99,0.46,2.00,18.36,6.73,37.02,-1.36,0.44,2.00,13.04,2.40,26.44,-1.35,0.36,2.00,12.08,4.81,25.00,-0.86,0.32,4.00,19.81,9.62,33.65,-0.68,0.32,4.00,25.60,14.42,41.35,-0.94,0.28,5.00,18.36,10.10,31.25,-0.62,0.28,5.00,25.12,16.35,38.94,-0.91,0.28,5.00,16.83,11.00,30.14,-0.94,0.28,5.00,18.96,10.38,29.25,-0.72,0.27,5.00,24.17,13.68,35.85,-0.65,0.27,5.00,27.01,15.57,39.15,-0.67,0.23,7.00,24.64,17.45,37.26,-0.43,0.24,7.00,32.23,20.28,44.81,-0.28,0.20,7.00,35.71,24.64,49.29,-0.40,0.21,7.00,33.33,21.33,45.50
GERMANY,DEU,1.21,0.36,4.00,92.75,63.46,100.00,1.17,0.33,4.00,89.37,64.90,100.00,1.32,0.30,5.00,95.17,75.00,100.00,1.02,0.28,6.00,82.61,63.94,97.60,0.54,0.28,6.00,63.77,47.12,83.17,0.63,0.28,7.00,67.15,52.88,85.10,0.86,0.27,7.00,74.88,58.65,94.23,1.00,0.24,8.00,81.64,64.90,96.15,0.98,0.24,8.00,82.61,67.31,96.63,0.92,0.24,8.00,78.85,64.11,96.17,0.83,0.24,8.00,76.78,61.32,91.51,0.78,0.24,8.00,72.51,57.08,89.62,0.83,0.24,9.00,71.09,61.32,91.98,0.77,0.22,9.00,71.09,60.38,88.68,0.93,0.22,9.00,76.78,65.09,92.45,0.92,0.19,9.00,77.14,65.88,94.31,0.72,0.20,9.00,70.00,58.77,86.73
GHANA,GHA,-0.32,0.36,4.00,34.78,18.75,54.81,-0.24,0.33,4.00,35.75,21.63,56.73,-0.44,0.33,4.00,31.40,18.27,50.48,-0.25,0.31,4.00,39.13,24.52,54.33,-0.02,0.29,5.00,40.10,29.33,60.58,0.01,0.28,6.00,45.89,29.33,62.50,0.18,0.28,6.00,52.66,37.02,66.83,0.02,0.25,6.00,45.89,32.21,59.62,-0.06,0.25,6.00,40.10,28.85,56.73,-0.02,0.24,7.00,44.23,30.14,57.42,0.04,0.24,7.00,45.97,32.08,61.32,0.02,0.24,7.00,47.39,33.96,58.49,0.16,0.24,8.00,52.61,39.15,64.15,0.11,0.22,8.00,50.24,38.21,62.26,0.03,0.23,8.00,46.92,36.79,60.85,-0.13,0.20,8.00,40.48,29.38,53.55,0.03,0.20,8.00,50.00,35.55,58.77
GREECE,GRC,0.45,0.36,4.00,59.90,41.83,84.62,0.65,0.33,4.00,65.22,49.52,89.90,0.71,0.30,5.00,69.57,53.85,92.79,0.79,0.28,6.00,73.43,57.21,94.71,0.47,0.28,6.00,61.35,41.35,80.29,0.46,0.28,7.00,62.32,46.15,78.37,0.51,0.27,7.00,63.77,48.08,78.85,0.64,0.24,8.00,65.70,53.85,83.17,0.53,0.24,8.00,63.29,47.60,78.85,0.28,0.24,8.00,53.85,39.71,68.90,-0.22,0.24,8.00,37.44,25.94,50.94,-0.13,0.24,8.00,41.23,27.36,54.25,-0.10,0.24,8.00,42.18,30.19,57.55,-0.22,0.22,9.00,38.86,27.36,51.42,-0.17,0.22,9.00,40.28,28.30,55.19,-0.13,0.19,9.00,41.90,29.38,53.55,-0.23,0.20,9.00,36.67,27.49,51.66
GREENLAND,GRL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.52,0.56,1.00,99.53,66.98,100.00,1.62,0.50,1.00,100.00,74.06,100.00,1.93,0.38,2.00,100.00,94.81,100.00,1.92,0.38,2.00,100.00,92.92,100.00,1.91,0.35,2.00,100.00,95.28,100.00,1.91,0.36,2.00,100.00,97.16,100.00,1.92,0.34,2.00,100.00,96.68,100.00
GRENADA,GRD,0.81,0.48,2.00,72.95,46.63,100.00,0.86,0.44,2.00,75.85,50.00,100.00,0.90,0.46,2.00,78.26,50.96,100.00,0.81,0.44,2.00,74.40,45.67,98.56,0.87,0.36,2.00,77.29,55.29,97.60,0.90,0.34,3.00,77.29,58.65,98.56,0.42,0.35,3.00,58.94,41.35,80.77,0.42,0.34,3.00,59.42,41.35,80.77,0.39,0.32,3.00,57.97,38.94,78.85,0.40,0.32,3.00,58.17,39.71,78.95,0.39,0.32,3.00,59.24,40.57,82.08,0.51,0.33,3.00,64.45,45.75,86.32,0.36,0.31,3.00,58.77,40.57,71.70,0.48,0.29,3.00,62.56,45.28,78.77,0.41,0.30,3.00,61.14,42.92,75.47,0.77,0.24,3.00,72.86,58.29,91.94,0.81,0.26,3.00,72.38,58.77,92.89
GUAM,GUM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.67,0.44,1.00,70.05,43.27,96.63,0.78,0.46,1.00,69.08,46.15,99.52,0.75,0.44,1.00,69.57,46.63,99.52,0.47,0.41,1.00,61.35,37.02,89.42,0.47,0.40,1.00,61.06,38.28,89.95,0.42,0.37,1.00,60.66,38.68,86.32,0.42,0.41,1.00,59.72,36.32,87.74,0.82,0.34,2.00,70.62,55.19,98.11,0.82,0.31,2.00,72.99,56.60,95.75,0.83,0.33,2.00,71.56,58.02,97.64,0.78,0.27,2.00,73.33,58.29,94.31,0.84,0.29,2.00,73.33,58.77,95.26
GUATEMALA,GTM,-1.08,0.36,4.00,16.91,7.21,31.25,-0.77,0.33,4.00,21.74,10.58,36.54,-0.83,0.33,4.00,20.77,11.54,35.10,-0.90,0.30,5.00,19.32,12.50,30.29,-0.82,0.29,5.00,23.67,12.98,34.13,-0.84,0.28,6.00,20.77,11.54,32.21,-0.86,0.28,6.00,21.74,11.54,35.10,-0.74,0.25,7.00,24.64,14.42,33.17,-0.77,0.24,7.00,21.26,13.46,32.21,-0.73,0.24,7.00,21.15,13.88,33.01,-0.94,0.24,7.00,18.48,10.85,27.36,-0.87,0.24,7.00,19.91,11.32,29.72,-0.76,0.24,8.00,21.80,14.15,34.43,-0.66,0.22,8.00,25.12,17.45,37.26,-0.68,0.23,8.00,24.17,16.98,36.79,-0.65,0.20,8.00,23.81,14.22,34.12,-0.65,0.20,8.00,23.81,15.64,35.55
GUINEA,GIN,-1.23,0.43,3.00,11.59,4.33,28.37,-0.69,0.38,3.00,24.15,10.58,42.31,-2.03,0.40,3.00,3.86,0.00,11.54,-1.56,0.40,3.00,10.14,1.44,18.75,-0.84,0.33,3.00,22.71,10.58,36.06,-1.05,0.32,4.00,17.39,6.73,28.37,-1.18,0.32,4.00,15.46,5.77,25.96,-1.89,0.28,5.00,4.35,0.96,9.13,-2.37,0.27,5.00,1.93,0.48,4.81,-2.10,0.27,5.00,2.40,1.44,9.09,-2.09,0.27,5.00,2.84,1.89,6.60,-1.68,0.27,5.00,4.74,3.77,12.26,-1.39,0.26,5.00,9.48,4.72,18.40,-1.28,0.23,7.00,10.90,6.60,18.87,-1.22,0.23,7.00,11.37,8.02,19.81,-0.94,0.20,7.00,14.29,9.48,24.64,-0.45,0.20,7.00,31.43,21.33,40.76
