,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
CZECH REPUBLIC,CZE,0.84,0.18,8.00,77.51,63.81,85.71,0.84,0.18,9.00,75.60,68.10,84.29,0.60,0.15,11.00,67.94,61.43,74.29,0.83,0.16,12.00,73.21,65.24,83.33,0.84,0.16,12.00,76.08,68.57,83.81,0.74,0.14,12.00,72.25,65.24,81.43,0.82,0.15,11.00,76.08,65.24,83.33,0.84,0.15,13.00,72.73,68.10,83.33,0.86,0.14,14.00,75.60,68.57,83.81,0.89,0.14,14.00,76.92,69.86,83.73,0.94,0.14,13.00,79.15,70.75,85.38,0.93,0.14,14.00,79.62,69.81,83.96,1.02,0.13,15.00,80.75,73.83,86.45,1.02,0.13,15.00,81.69,72.90,86.45,1.01,0.13,14.00,82.63,73.36,86.45,1.14,0.14,13.00,84.62,78.47,86.60,1.12,0.14,13.00,82.69,77.99,87.08
DENMARK,DNK,1.79,0.19,7.00,97.61,93.33,100.00,1.84,0.19,7.00,98.09,92.38,100.00,1.80,0.16,7.00,97.13,92.86,100.00,1.87,0.18,8.00,99.04,92.86,100.00,1.92,0.18,8.00,99.04,93.81,100.00,1.95,0.17,8.00,98.56,93.81,100.00,1.95,0.17,8.00,99.04,93.81,100.00,1.99,0.17,9.00,100.00,93.81,100.00,2.00,0.17,9.00,100.00,93.81,100.00,1.95,0.17,9.00,99.52,92.82,100.00,1.92,0.16,10.00,98.58,92.92,100.00,1.90,0.16,10.00,98.58,92.45,100.00,1.93,0.15,10.00,99.06,92.99,100.00,1.86,0.15,11.00,98.12,90.65,100.00,1.88,0.15,11.00,98.59,92.06,100.00,2.09,0.17,10.00,99.52,92.82,100.00,2.04,0.16,10.00,99.04,92.34,100.00
DJIBOUTI,DJI,-0.96,0.34,3.00,19.14,5.71,37.14,-0.87,0.28,5.00,21.05,9.05,36.67,-0.89,0.23,5.00,24.40,10.48,34.29,-0.88,0.24,5.00,22.97,8.57,36.67,-0.85,0.24,5.00,22.97,10.00,40.48,-0.80,0.22,6.00,24.40,12.38,38.57,-0.91,0.22,7.00,20.10,9.52,36.19,-0.82,0.22,7.00,23.92,10.95,40.48,-0.70,0.21,7.00,28.23,15.24,45.24,-0.58,0.20,8.00,35.10,20.57,49.28,-0.65,0.16,9.00,31.75,19.34,42.92,-0.71,0.16,9.00,28.91,17.92,40.09,-0.79,0.15,9.00,24.88,15.42,35.51,-0.77,0.16,9.00,26.76,16.36,38.32,-0.75,0.15,10.00,27.23,15.42,39.25,-0.85,0.16,9.00,20.19,10.05,32.06,-0.90,0.16,8.00,18.27,10.05,29.67
DOMINICA,DMA,0.78,0.37,2.00,76.08,57.14,90.48,0.66,0.32,3.00,71.29,54.29,85.24,0.62,0.26,3.00,68.90,57.62,83.33,0.72,0.30,3.00,72.25,59.05,86.67,0.68,0.28,3.00,72.25,59.05,83.81,0.62,0.26,4.00,69.38,59.05,83.33,0.62,0.27,4.00,68.42,58.10,83.33,0.69,0.28,4.00,69.38,59.52,88.10,0.66,0.28,4.00,70.33,59.05,83.81,0.63,0.23,4.00,69.71,59.33,83.73,0.70,0.22,4.00,70.14,61.79,83.96,0.69,0.22,4.00,69.19,62.26,82.55,0.64,0.22,4.00,68.54,62.15,79.91,0.63,0.21,4.00,69.01,61.68,79.44,0.64,0.21,4.00,70.42,61.68,80.84,0.47,0.23,3.00,68.75,61.72,77.51,0.64,0.23,3.00,73.56,65.07,81.82
DOMINICAN REPUBLIC,DOM,-0.50,0.21,5.00,33.97,23.81,48.57,-0.48,0.21,6.00,34.45,22.86,47.14,-0.62,0.18,7.00,32.54,22.86,41.90,-0.69,0.18,9.00,29.67,19.52,39.52,-0.62,0.18,9.00,30.62,20.48,43.33,-0.65,0.16,12.00,32.54,19.05,40.48,-0.68,0.16,12.00,31.10,18.57,40.00,-0.57,0.15,14.00,34.93,24.29,45.71,-0.62,0.15,14.00,32.54,21.90,44.76,-0.67,0.15,14.00,30.29,20.57,40.19,-0.77,0.14,14.00,25.12,16.51,36.79,-0.80,0.14,14.00,25.12,15.57,34.43,-0.76,0.14,15.00,25.82,16.82,36.45,-0.69,0.14,15.00,30.05,18.22,40.19,-0.51,0.14,15.00,38.97,28.50,46.26,-0.38,0.15,13.00,40.38,29.67,53.59,-0.46,0.15,14.00,37.98,27.75,48.33
ECUADOR,ECU,-0.51,0.21,6.00,33.49,23.81,48.57,-0.64,0.21,7.00,30.62,18.10,42.86,-0.68,0.16,8.00,30.14,19.52,39.52,-0.77,0.18,9.00,27.27,16.67,36.67,-0.76,0.18,10.00,26.79,16.67,40.00,-0.74,0.16,13.00,27.75,17.14,37.62,-0.84,0.16,13.00,23.92,13.81,34.76,-1.07,0.16,14.00,13.88,7.14,25.24,-1.07,0.16,15.00,13.40,7.62,23.33,-1.18,0.15,15.00,10.10,5.26,20.57,-1.25,0.14,16.00,7.58,3.77,16.51,-1.20,0.14,16.00,10.43,4.72,17.92,-1.20,0.14,15.00,11.74,3.74,16.82,-1.14,0.14,16.00,12.21,5.14,18.22,-0.96,0.14,16.00,18.31,11.68,28.97,-1.06,0.16,13.00,13.46,7.66,22.97,-1.03,0.15,14.00,13.94,7.18,23.92
"EGYPT, ARAB REP.",EGY,0.05,0.20,6.00,53.59,42.38,60.95,-0.03,0.19,8.00,51.20,40.00,60.00,-0.01,0.16,8.00,51.20,42.86,59.05,0.05,0.17,9.00,55.02,47.62,60.95,0.06,0.18,10.00,54.55,44.76,62.38,0.09,0.16,12.00,55.98,47.62,60.48,0.03,0.16,12.00,54.07,46.19,58.57,-0.21,0.14,14.00,49.76,41.43,54.76,-0.19,0.15,14.00,49.28,42.38,54.76,-0.08,0.14,15.00,52.88,45.45,57.89,-0.06,0.14,15.00,54.03,45.75,59.43,-0.12,0.14,15.00,51.18,44.81,58.49,-0.41,0.13,16.00,42.72,30.84,50.00,-0.46,0.13,17.00,40.38,31.31,47.66,-0.60,0.13,17.00,34.27,24.77,43.46,-0.60,0.14,15.00,31.25,22.01,40.67,-0.50,0.14,15.00,35.58,26.32,45.93
EL SALVADOR,SLV,-0.90,0.20,7.00,21.53,10.95,31.90,-0.75,0.21,7.00,25.84,16.19,36.67,-0.75,0.16,9.00,28.23,18.10,35.71,-0.56,0.18,10.00,34.45,25.24,45.71,-0.50,0.18,10.00,38.28,26.19,45.71,-0.38,0.16,12.00,41.15,32.86,50.00,-0.47,0.16,12.00,39.23,29.52,46.67,-0.65,0.16,13.00,30.62,20.48,44.29,-0.69,0.16,13.00,29.19,17.62,42.38,-0.72,0.16,13.00,26.44,19.62,38.28,-0.81,0.15,14.00,22.27,16.04,35.85,-0.86,0.15,14.00,22.27,12.74,32.55,-0.76,0.14,15.00,26.29,16.82,36.45,-0.74,0.14,16.00,28.64,16.82,38.79,-0.65,0.14,16.00,31.46,21.03,42.06,-0.51,0.15,14.00,35.58,24.40,46.89,-0.59,0.15,14.00,31.73,20.57,42.11
EQUATORIAL GUINEA,GNQ,-1.16,0.23,3.00,12.44,5.24,26.19,-1.44,0.21,6.00,7.18,1.90,15.71,-1.30,0.18,6.00,10.05,2.86,18.10,-1.39,0.19,7.00,6.22,1.90,15.71,-1.35,0.19,7.00,7.66,3.33,16.67,-1.45,0.18,8.00,6.22,1.90,13.33,-1.41,0.18,8.00,7.66,1.90,13.33,-1.34,0.18,8.00,6.70,1.90,14.29,-1.28,0.18,7.00,8.13,2.86,16.67,-1.25,0.17,7.00,8.17,3.83,19.62,-1.25,0.17,7.00,8.53,3.30,17.45,-1.27,0.16,8.00,8.53,2.83,16.51,-1.20,0.15,8.00,12.21,3.27,17.76,-1.25,0.16,8.00,8.92,2.80,16.82,-1.30,0.15,9.00,7.51,3.27,14.49,-1.41,0.17,7.00,4.81,1.91,10.05,-1.40,0.16,7.00,5.29,2.39,11.48
ERITREA,ERI,-0.38,0.37,2.00,38.76,18.10,58.10,-0.23,0.30,4.00,44.98,28.10,60.00,-0.47,0.25,4.00,36.36,24.76,50.48,-0.39,0.26,5.00,40.67,25.71,53.81,-0.51,0.26,5.00,37.32,20.48,49.52,-0.69,0.23,7.00,29.67,14.29,43.33,-0.84,0.23,7.00,23.44,10.48,39.52,-1.10,0.19,8.00,12.92,5.71,25.24,-1.18,0.19,8.00,10.05,4.76,21.90,-1.22,0.17,10.00,9.13,3.83,20.10,-1.24,0.16,10.00,9.00,3.30,17.45,-1.29,0.16,10.00,7.58,2.83,15.57,-1.29,0.15,10.00,7.04,2.34,15.42,-1.32,0.15,10.00,6.57,2.34,14.95,-1.35,0.15,11.00,6.57,2.80,13.55,-1.46,0.16,8.00,3.37,1.91,7.66,-1.41,0.16,9.00,4.81,2.39,11.00
ESTONIA,EST,0.47,0.20,5.00,62.20,55.71,76.19,0.53,0.20,7.00,67.46,59.52,76.19,0.58,0.16,9.00,66.51,60.95,74.29,0.76,0.16,12.00,72.73,64.29,81.90,0.75,0.16,12.00,72.73,63.33,82.38,0.92,0.14,12.00,80.38,70.95,85.24,0.92,0.15,12.00,80.86,69.52,86.19,1.09,0.15,13.00,84.21,73.33,89.52,1.12,0.14,14.00,84.21,78.57,89.52,1.16,0.14,14.00,85.58,81.34,89.47,1.09,0.14,13.00,84.36,75.00,88.21,1.13,0.14,13.00,83.89,79.25,88.21,1.16,0.13,14.00,85.45,78.50,88.32,1.14,0.13,14.00,84.51,77.57,87.85,1.18,0.13,14.00,86.38,79.91,87.85,1.36,0.14,13.00,86.54,84.21,89.00,1.33,0.14,13.00,86.54,82.30,89.47
ETHIOPIA,ETH,-0.91,0.21,5.00,21.05,10.95,31.90,-0.79,0.21,7.00,23.92,13.81,35.71,-0.87,0.17,8.00,25.36,12.86,32.86,-0.90,0.18,9.00,22.01,10.95,33.33,-0.80,0.18,10.00,25.36,15.71,37.14,-0.81,0.16,12.00,22.49,14.29,35.71,-0.86,0.16,12.00,22.97,12.86,33.81,-0.62,0.14,15.00,32.54,23.33,44.29,-0.60,0.15,15.00,33.97,21.90,45.24,-0.66,0.14,15.00,30.77,20.57,40.19,-0.78,0.14,15.00,23.70,16.51,35.85,-0.75,0.14,15.00,26.54,17.92,34.91,-0.70,0.13,16.00,29.58,19.63,38.79,-0.65,0.13,16.00,31.92,21.50,42.06,-0.61,0.13,16.00,33.33,22.43,43.46,-0.42,0.14,14.00,38.94,29.19,48.80,-0.44,0.14,14.00,38.46,29.19,48.33
FIJI,FJI,0.21,0.34,3.00,57.89,40.95,69.52,0.11,0.29,4.00,54.07,37.14,68.57,-0.50,0.24,4.00,34.93,24.29,49.52,-0.39,0.26,4.00,40.19,25.24,54.29,-0.12,0.25,4.00,49.28,36.19,60.95,0.00,0.24,4.00,52.63,40.00,61.90,-0.06,0.25,4.00,52.63,39.05,60.00,-0.08,0.25,5.00,52.15,39.52,60.00,-0.60,0.24,5.00,34.45,16.67,49.05,-0.55,0.22,5.00,36.54,20.57,50.24,-0.76,0.22,6.00,26.07,13.68,42.92,-0.85,0.21,7.00,23.70,10.85,36.79,-0.81,0.21,7.00,23.94,13.55,39.72,-0.78,0.20,7.00,25.82,13.08,42.06,-0.82,0.21,6.00,23.94,12.15,40.19,-0.54,0.22,5.00,34.62,18.66,49.28,-0.43,0.22,5.00,38.94,23.44,55.02
FINLAND,FIN,1.88,0.19,7.00,99.04,93.33,100.00,1.97,0.19,7.00,100.00,93.81,100.00,1.94,0.16,7.00,100.00,94.29,100.00,1.90,0.18,8.00,99.52,93.33,100.00,1.96,0.18,8.00,100.00,94.29,100.00,1.97,0.17,8.00,99.52,93.81,100.00,1.95,0.17,8.00,99.52,94.29,100.00,1.96,0.17,9.00,99.52,92.86,100.00,1.90,0.17,9.00,98.56,91.90,100.00,1.90,0.17,9.00,98.08,91.87,100.00,1.97,0.16,10.00,100.00,93.87,100.00,1.98,0.16,10.00,100.00,93.40,100.00,1.96,0.15,10.00,100.00,92.99,100.00,1.95,0.15,11.00,99.53,92.99,100.00,1.94,0.15,11.00,99.06,92.99,100.00,2.12,0.17,10.00,100.00,92.82,100.00,2.07,0.16,10.00,100.00,93.78,100.00
FRANCE,FRA,1.45,0.19,7.00,91.87,85.71,97.14,1.36,0.19,7.00,91.39,82.86,93.81,1.40,0.16,8.00,91.39,83.81,94.29,1.20,0.18,8.00,84.69,76.67,91.90,1.34,0.18,8.00,89.95,82.38,93.81,1.45,0.17,8.00,91.87,86.19,94.76,1.40,0.17,8.00,90.43,84.29,94.29,1.45,0.16,10.00,90.43,88.10,93.81,1.43,0.16,11.00,89.95,86.67,93.33,1.48,0.16,11.00,90.87,87.08,94.26,1.43,0.16,11.00,89.57,85.38,92.92,1.51,0.16,10.00,90.52,87.26,95.75,1.44,0.14,11.00,90.14,85.98,92.99,1.44,0.15,11.00,90.14,86.45,92.52,1.41,0.15,11.00,88.26,85.98,92.52,1.47,0.17,10.00,88.46,85.17,90.91,1.41,0.16,10.00,88.46,83.73,90.43
FRENCH GUIANA,GUF,0.93,0.39,1.00,79.43,60.00,93.81,0.96,0.36,1.00,81.34,61.90,92.86,0.95,0.29,1.00,80.86,63.33,91.43,0.94,0.36,1.00,79.43,61.90,92.86,0.94,0.33,1.00,79.90,62.86,91.43,0.55,0.34,1.00,66.51,51.90,84.76,0.88,0.35,1.00,79.90,60.00,90.95,0.86,0.39,1.00,76.08,59.05,90.48,0.61,0.37,1.00,67.94,54.29,87.14,0.61,0.34,1.00,68.75,55.02,86.12,1.14,0.23,2.00,85.31,71.23,91.04,1.17,0.23,2.00,86.26,73.58,91.04,1.22,0.21,2.00,86.38,74.77,90.65,1.18,0.23,2.00,86.38,72.90,90.19,1.15,0.23,2.00,84.51,73.36,90.19,1.11,0.28,2.00,83.65,75.12,89.00,1.32,0.26,2.00,86.06,78.47,92.34
GABON,GAB,-0.62,0.21,5.00,30.62,18.57,42.38,-0.34,0.21,7.00,40.19,29.05,51.90,-0.16,0.17,8.00,46.89,38.10,55.24,-0.21,0.19,8.00,47.85,36.67,56.19,-0.39,0.19,8.00,41.15,28.57,50.48,-0.51,0.17,9.00,36.84,24.76,45.71,-0.46,0.17,9.00,39.71,28.57,46.67,-0.73,0.16,10.00,27.27,16.19,40.48,-0.70,0.16,10.00,28.71,17.62,42.38,-0.63,0.16,10.00,32.69,20.57,42.58,-0.55,0.15,10.00,36.02,22.64,45.75,-0.51,0.15,10.00,35.55,26.42,47.64,-0.45,0.14,10.00,40.85,30.37,49.07,-0.45,0.14,12.00,40.85,29.91,48.60,-0.54,0.14,13.00,37.56,26.17,45.79,-0.50,0.15,11.00,36.06,24.88,47.37,-0.54,0.15,12.00,33.65,24.88,45.45
"GAMBIA, THE",GMB,0.10,0.31,4.00,55.50,37.62,65.24,0.04,0.26,6.00,52.63,37.14,65.71,-0.13,0.23,6.00,48.33,34.76,58.10,-0.29,0.23,7.00,45.45,30.95,56.19,0.16,0.21,8.00,58.37,46.67,63.33,-0.30,0.19,9.00,43.54,33.81,53.81,-0.28,0.19,9.00,44.02,33.81,54.29,-0.30,0.16,10.00,45.93,35.71,52.38,-0.24,0.16,10.00,47.85,37.14,54.76,-0.35,0.16,10.00,43.75,33.49,52.63,-0.44,0.15,10.00,41.71,29.72,50.47,-0.51,0.15,10.00,36.02,26.42,47.64,-0.51,0.15,10.00,36.62,26.64,48.13,-0.54,0.15,10.00,37.56,26.64,46.73,-0.60,0.14,11.00,34.74,22.43,44.39,-0.63,0.15,10.00,29.81,18.66,40.67,-0.66,0.15,10.00,29.33,17.70,40.19
GEORGIA,GEO,-1.45,0.28,4.00,8.13,1.90,18.10,-1.46,0.26,5.00,6.70,1.90,17.14,-1.12,0.21,7.00,13.88,4.29,28.10,-1.17,0.21,8.00,11.96,3.81,25.24,-1.00,0.21,8.00,17.70,8.10,29.52,-0.67,0.17,10.00,31.10,19.05,40.95,-0.72,0.18,10.00,30.14,16.67,40.00,-0.48,0.15,13.00,39.71,27.62,49.52,-0.34,0.15,14.00,45.45,34.29,52.38,-0.26,0.15,14.00,48.56,37.80,54.07,-0.21,0.14,14.00,49.29,41.98,55.19,-0.21,0.14,14.00,48.82,40.57,56.13,-0.13,0.13,14.00,51.64,45.79,57.48,-0.02,0.13,16.00,55.40,48.60,59.35,-0.01,0.13,15.00,53.99,48.13,59.35,0.20,0.13,14.00,64.42,56.94,67.94,0.30,0.14,14.00,65.38,60.29,70.33
GERMANY,DEU,1.57,0.19,7.00,93.78,89.05,99.05,1.61,0.19,7.00,93.78,89.52,98.57,1.59,0.16,8.00,93.78,89.05,99.05,1.61,0.18,8.00,93.78,89.05,99.52,1.62,0.18,8.00,93.78,89.52,98.57,1.63,0.17,8.00,93.78,89.52,97.62,1.66,0.17,8.00,93.30,90.00,98.57,1.76,0.16,10.00,95.22,90.48,100.00,1.75,0.16,10.00,94.74,90.48,100.00,1.72,0.16,10.00,94.23,89.47,100.00,1.64,0.16,10.00,92.89,88.68,98.11,1.62,0.16,10.00,91.47,88.21,98.11,1.61,0.14,12.00,91.55,88.32,97.66,1.65,0.15,12.00,92.02,88.32,98.60,1.63,0.15,11.00,92.02,87.85,98.13,1.85,0.17,10.00,93.27,89.00,100.00,1.78,0.16,10.00,92.79,89.47,99.04
GHANA,GHA,-0.34,0.21,5.00,41.15,28.57,51.90,-0.44,0.21,7.00,35.89,24.76,49.52,0.09,0.17,8.00,54.55,45.71,62.86,-0.03,0.18,10.00,51.67,44.76,60.00,0.00,0.17,11.00,53.11,44.29,60.95,-0.15,0.16,12.00,48.80,39.05,57.14,-0.14,0.15,12.00,48.80,40.95,56.67,0.00,0.15,14.00,54.55,48.57,59.52,-0.01,0.15,14.00,53.59,47.14,59.05,-0.10,0.14,15.00,52.40,44.98,56.94,-0.08,0.14,16.00,52.61,45.75,58.96,-0.06,0.14,16.00,54.03,46.70,59.91,-0.04,0.13,17.00,54.46,48.60,60.75,-0.02,0.13,17.00,54.93,47.66,59.35,0.12,0.13,17.00,57.28,52.80,61.68,0.02,0.14,15.00,59.13,48.33,65.07,0.12,0.14,15.00,60.58,53.59,66.03
GREECE,GRC,0.98,0.19,7.00,81.82,65.24,89.52,0.71,0.19,7.00,71.77,64.29,82.86,0.82,0.16,8.00,73.21,65.24,83.81,0.71,0.18,8.00,71.29,63.33,80.95,0.80,0.18,8.00,73.68,63.33,83.81,0.92,0.17,8.00,79.43,69.52,86.19,0.78,0.17,8.00,73.21,63.33,83.33,0.86,0.16,10.00,73.68,68.10,85.24,0.84,0.16,10.00,75.12,67.14,83.81,0.84,0.16,10.00,75.48,67.94,83.73,0.62,0.16,10.00,67.30,62.26,75.00,0.61,0.16,11.00,66.82,62.26,75.47,0.55,0.15,11.00,67.14,62.15,73.83,0.40,0.15,12.00,63.85,59.35,70.09,0.45,0.15,12.00,63.85,59.35,72.43,0.34,0.17,10.00,67.31,60.77,73.68,0.24,0.16,10.00,63.94,57.42,69.86
GREENLAND,GRL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.70,0.28,1.00,93.36,86.79,100.00,1.72,0.28,1.00,93.84,87.26,100.00,1.74,0.24,1.00,95.31,87.85,100.00,1.73,0.27,1.00,93.90,86.45,100.00,1.70,0.27,1.00,93.90,86.45,100.00,1.77,0.31,1.00,92.31,86.12,100.00,1.74,0.29,1.00,92.31,85.17,100.00
GRENADA,GRD,0.33,0.37,2.00,60.29,42.38,80.48,0.41,0.32,3.00,64.59,48.57,80.00,0.34,0.26,3.00,61.24,49.52,71.43,0.34,0.30,3.00,61.24,48.57,75.24,0.30,0.28,3.00,61.24,47.14,72.86,0.31,0.26,4.00,60.29,50.00,71.90,0.31,0.27,4.00,59.81,50.00,70.95,0.22,0.28,4.00,58.85,48.57,69.05,0.16,0.28,4.00,57.89,46.67,68.10,0.08,0.24,4.00,56.25,45.93,64.11,0.15,0.25,4.00,58.77,46.70,66.04,0.11,0.25,4.00,58.29,46.23,65.57,0.15,0.26,4.00,60.09,47.66,67.76,0.13,0.24,4.00,58.69,47.20,66.36,0.14,0.24,4.00,58.69,46.73,66.82,-0.16,0.29,2.00,49.52,29.67,66.03,-0.20,0.28,3.00,49.04,29.19,65.07
GUAM,GUM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.00,0.34,1.00,82.30,64.29,92.38,1.15,0.35,1.00,86.12,65.24,94.76,1.13,0.39,1.00,87.56,63.33,95.71,1.15,0.37,1.00,86.60,65.71,95.24,1.16,0.34,1.00,85.10,68.42,94.26,1.17,0.38,1.00,86.26,65.57,96.23,1.16,0.41,1.00,85.78,65.09,97.17,1.13,0.41,1.00,84.98,63.55,97.20,1.15,0.40,1.00,85.92,65.89,96.26,1.15,0.38,1.00,85.92,66.36,95.79,1.39,0.53,1.00,87.50,72.25,100.00,1.36,0.50,1.00,87.98,70.33,100.00
GUATEMALA,GTM,-1.17,0.20,7.00,11.96,6.67,24.76,-1.13,0.21,7.00,13.40,6.19,23.81,-0.92,0.16,9.00,22.49,12.38,31.90,-1.01,0.18,10.00,18.18,8.57,29.05,-1.10,0.18,11.00,14.35,7.14,24.76,-1.02,0.16,13.00,16.75,8.57,26.67,-1.09,0.16,13.00,14.83,8.57,24.76,-1.12,0.15,16.00,12.44,6.67,22.38,-1.15,0.15,16.00,11.00,5.71,20.48,-1.15,0.14,16.00,11.06,7.18,20.57,-1.07,0.14,15.00,15.64,6.60,21.70,-1.01,0.14,16.00,16.59,9.43,25.94,-1.07,0.13,17.00,14.55,7.94,22.90,-1.10,0.14,17.00,14.55,6.54,21.50,-1.11,0.14,16.00,13.15,7.01,20.56,-0.99,0.15,14.00,14.42,7.66,24.88,-0.99,0.15,14.00,15.38,7.66,25.84
GUINEA,GIN,-1.51,0.31,4.00,5.74,1.43,17.62,-1.27,0.26,6.00,10.05,2.86,22.86,-1.42,0.23,6.00,6.22,1.43,17.14,-0.98,0.22,7.00,19.14,7.62,33.33,-1.11,0.22,8.00,13.88,6.19,27.62,-1.24,0.21,9.00,9.57,5.24,19.05,-1.35,0.20,9.00,8.61,1.90,16.67,-1.42,0.17,10.00,5.26,1.90,11.43,-1.47,0.17,10.00,4.78,1.90,10.00,-1.54,0.16,11.00,3.37,1.44,8.13,-1.54,0.16,11.00,2.84,1.42,6.60,-1.50,0.15,11.00,3.32,1.42,9.43,-1.47,0.15,12.00,2.82,1.40,9.81,-1.42,0.14,14.00,4.23,1.40,9.81,-1.40,0.14,15.00,4.69,1.87,11.68,-1.37,0.14,14.00,5.29,1.91,10.05,-1.17,0.14,14.00,9.13,5.26,17.22
GUINEA-BISSAU,GNB,-2.02,0.33,3.00,0.96,0.00,8.10,-2.07,0.28,5.00,1.44,0.00,3.81,-1.39,0.23,6.00,6.70,1.90,17.62,-1.20,0.24,6.00,10.53,3.33,25.71,-1.18,0.23,6.00,12.92,4.76,24.76,-1.18,0.21,7.00,11.48,5.24,21.43,-1.28,0.21,8.00,9.09,2.86,18.57,-1.27,0.21,8.00,9.57,2.38,20.48,-1.35,0.21,8.00,7.18,1.90,16.67,-1.42,0.19,8.00,5.29,1.91,12.44,-1.36,0.19,8.00,4.74,1.89,16.51,-1.35,0.19,8.00,5.69,1.42,15.57,-1.32,0.19,8.00,6.10,1.87,16.36,-1.51,0.18,8.00,2.35,0.47,9.35,-1.60,0.17,9.00,1.88,0.47,7.01,-1.35,0.18,8.00,6.25,1.91,13.88,-1.30,0.19,8.00,6.73,2.39,15.31
GUYANA,GUY,-0.36,0.31,4.00,40.67,23.81,56.19,-0.42,0.28,5.00,36.36,20.95,52.38,-0.55,0.23,5.00,33.49,21.43,46.67,-0.55,0.25,5.00,35.41,19.52,48.57,-0.61,0.23,6.00,31.58,18.10,45.24,-0.66,0.22,7.00,31.58,16.67,44.29,-0.73,0.20,9.00,29.67,15.24,40.95,-0.60,0.16,11.00,33.49,22.38,45.71,-0.51,0.17,12.00,37.32,24.76,48.10,-0.62,0.16,11.00,33.17,20.57,43.54,-0.58,0.16,11.00,35.55,21.70,45.75,-0.48,0.16,11.00,38.86,27.83,47.64,-0.50,0.15,11.00,37.09,26.64,48.60,-0.51,0.15,12.00,38.50,27.57,47.20,-0.52,0.15,12.00,38.03,26.17,46.26,-0.60,0.17,10.00,31.73,19.14,43.54,-0.50,0.16,9.00,36.06,24.88,48.33
HAITI,HTI,-1.67,0.31,4.00,3.83,0.95,12.38,-1.61,0.28,5.00,4.31,1.90,12.38,-1.62,0.23,6.00,2.39,0.95,10.95,-1.91,0.22,8.00,0.00,0.00,3.81,-1.88,0.21,8.00,0.48,0.00,5.71,-1.79,0.21,9.00,0.96,0.48,6.67,-1.68,0.22,8.00,1.91,0.48,9.05,-1.45,0.18,11.00,4.78,1.43,10.95,-1.39,0.17,11.00,6.22,1.90,12.38,-1.32,0.17,11.00,7.69,2.87,15.31,-1.35,0.16,12.00,5.21,2.36,14.15,-1.39,0.15,12.00,4.74,1.89,12.74,-1.41,0.14,14.00,5.16,1.87,12.62,-1.34,0.14,14.00,6.10,2.34,14.02,-1.30,0.14,14.00,7.98,3.27,14.49,-1.19,0.16,12.00,7.69,3.83,16.75,-1.17,0.16,12.00,9.62,4.78,17.70
