,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
CROATIA,HRV,0.07,0.27,2.00,58.54,41.75,68.93,0.06,0.21,4.00,57.56,45.63,68.45,0.31,0.21,5.00,65.37,54.37,75.24,0.34,0.18,7.00,64.88,59.22,73.79,0.38,0.18,7.00,66.83,60.68,72.82,0.47,0.18,8.00,69.76,64.08,76.70,0.48,0.18,8.00,68.29,60.68,74.27,0.57,0.18,10.00,70.73,64.08,77.18,0.48,0.19,10.00,69.90,58.45,77.78,0.57,0.20,9.00,70.87,62.80,78.26,0.61,0.20,9.00,71.29,63.33,78.10,0.63,0.21,9.00,70.33,63.81,78.57,0.56,0.20,9.00,70.14,61.79,77.36,0.71,0.20,10.00,72.51,64.15,80.66,0.70,0.19,10.00,71.09,64.15,80.66,0.69,0.20,10.00,73.56,66.03,80.86,0.51,0.20,10.00,71.63,60.29,75.60
CUBA,CUB,-0.89,0.25,3.00,18.05,5.83,34.47,-0.42,0.22,3.00,40.49,21.84,55.34,-0.23,0.24,3.00,45.85,29.61,60.68,-0.45,0.20,4.00,37.07,25.73,52.43,-0.24,0.21,4.00,48.29,33.50,60.68,-0.44,0.22,5.00,41.46,20.39,56.31,-0.54,0.21,5.00,35.61,19.42,49.03,-0.30,0.23,7.00,44.39,28.16,56.80,-0.19,0.24,7.00,50.00,30.92,60.39,-0.36,0.25,6.00,42.72,23.19,57.00,-0.39,0.24,6.00,43.54,23.33,56.67,-0.39,0.24,6.00,42.58,24.29,56.19,-0.41,0.24,6.00,42.65,22.64,54.72,-0.43,0.23,7.00,40.76,24.06,52.36,-0.47,0.22,7.00,37.91,21.70,50.00,-0.06,0.24,7.00,52.88,36.84,66.03,0.01,0.24,6.00,53.85,40.67,67.94
CYPRUS,CYP,1.23,0.25,3.00,87.32,77.67,90.29,1.22,0.22,3.00,87.80,78.64,89.81,1.07,0.24,3.00,83.90,75.24,89.32,1.31,0.22,3.00,87.80,80.10,90.78,1.10,0.22,3.00,83.90,74.76,89.81,1.18,0.21,4.00,86.83,76.70,89.81,1.18,0.20,4.00,84.88,76.21,89.32,1.32,0.21,5.00,87.80,79.61,92.72,1.43,0.24,5.00,88.35,82.61,95.65,1.52,0.24,5.00,89.32,82.61,97.58,1.43,0.23,6.00,88.04,81.90,96.67,1.53,0.23,6.00,90.91,82.86,98.10,1.57,0.23,6.00,92.42,83.49,98.11,1.39,0.23,6.00,88.15,80.66,94.81,1.36,0.22,6.00,88.63,78.77,94.81,1.14,0.24,6.00,83.17,74.16,90.91,1.04,0.24,6.00,81.25,73.21,88.52
CZECH REPUBLIC,CZE,0.62,0.23,5.00,71.71,61.17,83.50,0.62,0.19,6.00,75.12,64.08,81.55,0.62,0.19,7.00,74.63,65.05,80.58,0.97,0.17,8.00,80.49,74.27,86.89,0.89,0.17,8.00,78.05,72.33,84.47,0.91,0.18,8.00,79.02,72.82,87.38,0.97,0.18,7.00,79.02,72.33,88.35,1.08,0.19,9.00,82.44,76.70,87.86,0.91,0.19,10.00,78.64,72.46,83.57,1.01,0.20,10.00,81.07,74.88,87.44,0.89,0.21,9.00,77.03,70.00,84.76,0.91,0.21,9.00,78.47,69.52,86.67,0.93,0.21,9.00,77.73,70.28,86.32,0.93,0.21,9.00,77.25,69.81,87.26,0.89,0.20,9.00,76.30,69.34,84.91,1.02,0.22,9.00,80.29,72.73,88.04,1.05,0.22,9.00,81.73,73.21,88.04
DENMARK,DNK,1.91,0.23,5.00,96.59,89.81,100.00,2.03,0.21,5.00,98.54,91.26,100.00,2.00,0.21,5.00,97.56,89.81,100.00,2.10,0.19,5.00,99.51,92.72,100.00,2.16,0.19,5.00,99.51,94.17,100.00,2.34,0.21,5.00,100.00,95.63,100.00,2.14,0.19,5.00,99.51,95.63,100.00,2.25,0.20,6.00,100.00,97.09,100.00,2.36,0.22,6.00,99.51,97.58,100.00,2.25,0.23,6.00,99.51,97.58,100.00,2.23,0.21,7.00,99.04,97.62,100.00,2.09,0.22,7.00,99.04,94.29,100.00,2.11,0.22,7.00,99.05,95.75,100.00,1.98,0.22,7.00,99.05,93.87,100.00,1.98,0.21,7.00,99.05,94.34,100.00,1.81,0.23,7.00,96.15,89.00,99.52,1.85,0.23,7.00,97.60,90.43,99.52
DJIBOUTI,DJI,-0.94,0.31,1.00,17.07,5.83,36.89,-1.11,0.27,3.00,10.73,3.88,25.73,-1.10,0.28,3.00,10.73,2.91,28.64,-0.87,0.27,3.00,20.49,6.80,38.35,-0.75,0.29,3.00,23.90,9.22,46.60,-0.62,0.25,4.00,31.22,11.65,48.54,-0.82,0.25,4.00,23.41,9.71,40.29,-0.91,0.27,4.00,19.51,5.83,37.86,-0.88,0.29,4.00,17.96,5.80,42.51,-0.88,0.26,5.00,17.48,6.28,40.58,-0.91,0.23,6.00,20.10,7.14,38.10,-0.99,0.23,6.00,15.79,6.19,32.38,-0.97,0.23,6.00,16.59,8.02,33.96,-1.07,0.23,6.00,14.69,5.19,27.83,-0.97,0.20,7.00,17.06,8.96,30.66,-0.98,0.22,7.00,16.35,8.61,28.71,-0.96,0.21,6.00,16.35,8.61,30.62
DOMINICA,DMA,0.65,0.31,1.00,75.61,59.71,84.95,0.15,0.29,2.00,59.51,43.69,75.24,0.39,0.29,2.00,67.32,52.43,79.13,0.42,0.28,2.00,68.29,55.83,79.13,0.22,0.31,2.00,62.44,45.63,74.27,0.12,0.30,3.00,62.93,45.63,72.82,0.43,0.27,3.00,66.83,56.31,77.18,0.42,0.32,3.00,66.83,52.91,79.61,0.46,0.34,3.00,68.45,51.69,82.13,0.53,0.34,2.00,69.90,54.11,82.13,0.61,0.34,2.00,70.81,57.62,82.86,0.65,0.34,2.00,71.77,58.10,84.29,0.61,0.34,2.00,70.62,56.13,83.02,0.67,0.32,2.00,71.09,60.38,83.96,0.72,0.31,2.00,72.04,60.85,85.38,0.07,0.35,2.00,56.25,33.49,72.73,0.11,0.35,2.00,57.21,38.28,73.21
DOMINICAN REPUBLIC,DOM,-0.37,0.25,3.00,42.44,23.30,57.77,-0.58,0.21,4.00,30.73,16.02,47.09,-0.33,0.22,4.00,42.93,26.70,57.28,-0.41,0.18,6.00,39.51,27.18,52.43,-0.54,0.18,6.00,34.15,19.90,48.06,-0.63,0.18,8.00,28.78,14.56,47.09,-0.55,0.17,8.00,35.12,22.82,46.60,-0.56,0.18,10.00,34.15,20.87,45.63,-0.67,0.20,10.00,28.64,16.43,44.44,-0.61,0.20,10.00,33.01,16.91,45.89,-0.61,0.19,10.00,32.54,18.57,46.19,-0.64,0.20,10.00,30.62,16.19,43.33,-0.58,0.20,10.00,34.12,17.92,45.75,-0.51,0.20,10.00,37.44,22.64,48.58,-0.46,0.19,10.00,38.86,24.53,48.58,-0.43,0.21,9.00,37.02,21.53,50.72,-0.34,0.21,10.00,41.83,25.84,53.11
ECUADOR,ECU,-0.63,0.25,4.00,28.78,14.08,47.57,-0.51,0.21,4.00,32.68,17.48,48.54,-0.80,0.20,5.00,20.98,10.19,37.86,-0.86,0.18,7.00,20.98,9.71,32.52,-0.84,0.17,7.00,19.51,10.68,33.98,-0.85,0.18,8.00,19.02,8.74,32.52,-0.91,0.17,8.00,18.05,11.17,31.07,-0.98,0.18,9.00,16.59,8.74,28.16,-0.87,0.20,9.00,19.42,10.63,34.30,-0.86,0.21,9.00,19.90,10.14,36.23,-0.78,0.19,10.00,24.40,11.43,40.95,-0.72,0.20,10.00,28.23,13.81,42.38,-0.59,0.20,10.00,33.65,17.92,45.75,-0.51,0.20,10.00,36.49,22.17,48.58,-0.51,0.19,10.00,36.02,22.64,47.17,-0.50,0.22,9.00,34.13,18.18,47.85,-0.44,0.21,10.00,38.46,21.53,49.28
"EGYPT, ARAB REP.",EGY,-0.21,0.24,4.00,47.80,30.10,60.68,-0.17,0.19,6.00,48.78,34.47,59.71,-0.16,0.19,6.00,49.76,37.86,60.68,-0.40,0.17,7.00,40.00,27.67,52.43,-0.30,0.17,7.00,44.88,33.01,57.28,-0.23,0.17,8.00,48.29,35.92,59.71,-0.39,0.17,8.00,40.98,29.61,52.43,-0.48,0.17,10.00,36.59,26.70,50.00,-0.37,0.19,10.00,43.69,27.54,52.17,-0.35,0.19,10.00,43.69,29.47,53.62,-0.27,0.18,10.00,47.37,36.67,57.14,-0.38,0.19,10.00,43.06,29.05,51.43,-0.57,0.18,11.00,35.55,19.34,45.75,-0.82,0.19,11.00,22.75,13.68,36.79,-0.89,0.17,12.00,20.38,12.74,31.60,-0.84,0.18,12.00,18.27,12.92,31.58,-0.76,0.17,12.00,22.12,12.92,37.32
EL SALVADOR,SLV,-0.73,0.24,5.00,24.88,12.14,43.69,-0.51,0.21,4.00,33.17,17.48,49.03,-0.54,0.20,5.00,35.12,16.99,46.60,-0.51,0.18,7.00,34.15,25.73,48.54,-0.34,0.17,7.00,42.93,29.61,55.83,-0.27,0.18,8.00,47.80,32.52,59.22,-0.32,0.17,8.00,44.39,32.52,56.31,-0.20,0.18,9.00,49.27,35.92,57.77,-0.20,0.20,9.00,48.06,34.30,57.97,-0.16,0.21,9.00,49.51,38.16,59.90,-0.03,0.20,9.00,55.02,44.76,63.81,0.00,0.20,9.00,55.98,43.33,65.71,-0.11,0.20,9.00,51.18,41.51,61.79,-0.13,0.20,10.00,49.76,39.62,60.85,-0.12,0.19,10.00,48.82,39.62,60.85,-0.02,0.20,10.00,53.37,42.11,64.59,-0.24,0.21,10.00,45.19,32.06,55.98
EQUATORIAL GUINEA,GNQ,-1.07,0.27,2.00,13.17,3.88,28.64,-1.46,0.22,4.00,4.88,2.91,11.17,-1.51,0.22,4.00,2.93,1.94,10.19,-1.35,0.21,4.00,6.34,1.94,12.62,-1.24,0.21,4.00,7.80,2.43,17.48,-1.46,0.21,5.00,5.37,0.49,8.74,-1.47,0.21,5.00,4.39,0.49,12.14,-1.61,0.23,5.00,2.44,0.49,9.22,-1.68,0.25,4.00,1.94,0.97,7.25,-1.67,0.24,4.00,1.94,0.97,8.21,-1.72,0.24,4.00,1.44,0.48,7.14,-1.69,0.24,5.00,1.91,0.48,7.14,-1.64,0.23,5.00,2.84,0.47,8.49,-1.61,0.23,5.00,1.90,0.47,10.38,-1.54,0.20,6.00,3.32,0.94,10.85,-1.51,0.23,5.00,5.77,1.44,13.88,-1.42,0.22,5.00,7.21,1.91,12.92
ERITREA,ERI,-1.20,0.31,1.00,11.22,3.40,26.21,-0.91,0.27,3.00,17.07,5.83,34.95,-1.02,0.28,3.00,12.20,3.40,32.52,-0.81,0.24,4.00,23.90,8.74,38.83,-0.98,0.26,4.00,15.12,5.34,33.98,-1.02,0.23,5.00,11.71,6.31,26.70,-0.97,0.23,5.00,15.61,7.77,33.98,-1.33,0.22,6.00,6.34,1.94,16.99,-1.29,0.23,6.00,6.80,2.42,16.91,-1.30,0.22,6.00,7.77,2.42,16.91,-1.38,0.22,6.00,6.70,1.43,14.76,-1.37,0.22,6.00,6.22,1.43,15.71,-1.42,0.22,6.00,5.21,1.42,14.62,-1.46,0.22,6.00,4.74,0.94,13.68,-1.53,0.19,7.00,3.79,0.94,11.32,-1.62,0.23,6.00,3.37,1.44,10.05,-1.60,0.20,7.00,4.81,1.44,9.57
ESTONIA,EST,0.57,0.27,2.00,70.73,60.19,83.50,0.53,0.21,4.00,71.71,60.68,79.13,0.72,0.20,6.00,76.59,67.96,82.04,0.72,0.17,8.00,74.63,68.45,81.55,0.93,0.17,8.00,79.02,72.33,85.92,0.97,0.18,8.00,80.49,74.76,87.86,0.99,0.17,8.00,81.46,72.33,88.35,1.15,0.19,9.00,84.39,76.70,87.86,1.04,0.19,10.00,82.52,76.81,87.44,1.16,0.20,10.00,83.98,77.29,88.41,1.03,0.21,9.00,81.82,72.86,87.62,1.11,0.21,9.00,82.30,75.24,89.05,1.10,0.21,9.00,82.46,74.06,88.21,0.97,0.21,9.00,78.67,70.75,87.26,1.00,0.20,9.00,78.67,70.75,87.26,1.05,0.22,9.00,81.73,73.21,89.00,1.09,0.22,9.00,83.17,74.16,89.47
ETHIOPIA,ETH,-1.28,0.25,3.00,6.34,3.40,18.93,-0.94,0.20,5.00,15.12,7.28,29.13,-0.91,0.21,5.00,15.61,7.28,31.55,-0.93,0.19,6.00,16.10,8.74,30.58,-0.87,0.17,7.00,19.02,10.19,33.01,-0.73,0.17,8.00,22.93,13.11,38.83,-0.88,0.17,8.00,20.00,11.65,32.52,-0.60,0.17,10.00,31.22,20.39,43.69,-0.41,0.19,10.00,41.26,26.09,51.69,-0.38,0.19,10.00,41.75,28.99,52.66,-0.48,0.18,10.00,39.23,23.81,49.05,-0.42,0.19,10.00,42.11,28.10,50.00,-0.47,0.18,10.00,39.81,24.06,48.11,-0.42,0.19,10.00,41.23,27.36,50.47,-0.61,0.17,11.00,31.75,20.75,44.34,-0.42,0.18,11.00,37.50,24.40,47.85,-0.64,0.18,11.00,28.85,17.70,41.63
FIJI,FJI,-0.14,0.31,1.00,52.20,28.16,65.05,-0.34,0.29,2.00,43.41,20.39,59.22,-0.54,0.29,2.00,34.15,12.14,53.88,0.06,0.28,2.00,59.51,40.78,69.42,-0.22,0.31,2.00,48.78,25.24,65.05,-0.43,0.31,2.00,41.95,14.56,62.14,-0.11,0.28,2.00,52.20,34.47,64.08,-0.13,0.33,2.00,52.20,28.16,66.99,-0.45,0.35,2.00,39.81,16.43,57.49,-0.76,0.34,2.00,24.27,6.28,46.86,-0.91,0.31,3.00,19.14,5.71,42.86,-0.73,0.31,3.00,27.27,9.05,46.67,-0.71,0.31,3.00,27.01,8.96,47.64,-0.83,0.30,3.00,22.27,7.55,44.34,-0.84,0.29,3.00,21.80,8.49,43.87,-0.37,0.31,3.00,41.35,17.70,59.81,-0.29,0.31,3.00,43.27,21.05,62.20
FINLAND,FIN,1.84,0.23,5.00,94.15,89.81,100.00,2.05,0.21,5.00,99.02,91.75,100.00,2.13,0.21,5.00,99.51,92.72,100.00,2.17,0.19,5.00,100.00,93.69,100.00,2.26,0.19,5.00,100.00,95.63,100.00,2.21,0.21,5.00,99.02,92.72,100.00,2.16,0.19,5.00,100.00,95.63,100.00,2.13,0.20,6.00,99.02,95.15,100.00,1.97,0.22,6.00,97.57,91.30,99.03,2.04,0.23,6.00,99.03,93.24,99.52,2.24,0.21,7.00,99.52,97.62,100.00,2.24,0.22,7.00,99.52,97.62,100.00,2.26,0.22,7.00,100.00,98.11,100.00,2.23,0.22,7.00,100.00,97.17,100.00,2.18,0.21,7.00,100.00,97.64,100.00,2.02,0.23,7.00,99.04,92.82,100.00,1.82,0.23,7.00,96.63,89.47,99.52
FRANCE,FRA,1.42,0.23,5.00,88.78,83.50,92.23,1.58,0.21,5.00,89.76,87.86,94.17,1.72,0.21,5.00,91.22,88.35,98.54,1.60,0.19,5.00,89.76,87.38,94.66,1.72,0.19,5.00,92.20,89.81,98.06,1.81,0.21,5.00,92.68,89.81,98.54,1.71,0.19,5.00,92.20,88.83,99.03,1.59,0.20,7.00,90.24,87.38,97.09,1.48,0.21,7.00,89.32,83.57,96.14,1.58,0.22,7.00,91.26,85.02,98.07,1.49,0.21,7.00,89.47,82.38,97.14,1.45,0.22,7.00,89.00,81.90,96.67,1.37,0.22,7.00,87.68,80.66,94.81,1.34,0.22,7.00,87.68,79.72,94.81,1.48,0.21,7.00,89.57,82.08,97.64,1.40,0.23,7.00,88.94,80.86,95.22,1.44,0.23,7.00,89.42,82.30,96.17
FRENCH GUIANA,GUF,0.91,0.31,1.00,80.98,66.50,88.83,0.91,0.34,1.00,80.49,66.99,89.32,0.88,0.37,1.00,80.00,64.08,89.32,0.83,0.32,1.00,78.54,64.08,87.86,0.78,0.38,1.00,77.07,61.17,89.81,0.58,0.42,1.00,72.20,53.88,87.86,0.72,0.32,1.00,73.66,62.14,85.44,0.73,0.41,1.00,76.10,55.83,87.86,0.72,0.47,1.00,76.21,52.17,89.37,0.75,0.45,1.00,76.70,56.04,88.41,1.17,0.32,2.00,83.73,72.38,93.81,1.18,0.33,2.00,83.25,70.95,94.29,1.16,0.32,2.00,83.41,71.70,94.34,1.12,0.31,2.00,82.94,70.28,94.34,1.08,0.29,2.00,81.52,70.28,92.45,1.09,0.35,2.00,82.69,71.77,93.30,1.09,0.33,2.00,83.65,72.73,92.34
GABON,GAB,-0.34,0.25,3.00,42.93,23.30,59.22,-0.59,0.20,5.00,29.76,16.02,46.60,-0.63,0.21,5.00,29.27,13.59,44.17,-0.39,0.20,5.00,40.98,26.70,53.88,-0.48,0.20,5.00,35.61,21.36,53.40,-0.80,0.19,6.00,20.49,9.22,36.89,-0.84,0.20,6.00,21.95,11.65,37.38,-0.80,0.21,7.00,22.93,11.17,38.35,-0.80,0.21,7.00,22.33,11.59,40.58,-0.82,0.21,7.00,20.39,11.11,39.61,-0.76,0.20,7.00,25.36,11.43,42.38,-0.78,0.21,7.00,24.40,12.38,40.00,-0.81,0.21,7.00,22.27,11.79,40.09,-0.90,0.19,9.00,19.91,10.38,32.08,-0.83,0.17,10.00,22.27,14.15,34.43,-0.64,0.19,9.00,26.92,16.75,42.58,-0.73,0.18,10.00,23.56,14.35,38.28
"GAMBIA, THE",GMB,-0.61,0.29,2.00,29.76,12.62,52.91,-0.48,0.24,4.00,34.63,17.48,54.37,-0.50,0.25,4.00,36.59,16.02,52.91,-0.67,0.24,4.00,27.80,11.65,46.60,-0.47,0.22,5.00,36.10,19.90,53.88,-0.50,0.20,6.00,36.10,19.42,50.49,-0.67,0.19,6.00,29.76,15.53,43.69,-0.69,0.18,7.00,27.32,16.50,40.29,-0.57,0.20,7.00,31.07,16.91,46.38,-0.72,0.20,7.00,26.21,14.49,41.55,-0.63,0.20,7.00,31.58,17.62,46.19,-0.66,0.20,7.00,29.67,16.19,43.33,-0.61,0.20,7.00,31.75,17.45,45.75,-0.50,0.20,7.00,37.91,22.64,49.06,-0.70,0.18,8.00,28.44,15.57,41.98,-0.64,0.19,8.00,26.44,16.75,42.58,-0.89,0.19,8.00,18.75,11.00,32.06
GEORGIA,GEO,-0.67,0.31,1.00,27.80,11.65,50.49,-0.64,0.29,2.00,27.32,10.68,50.00,-0.73,0.29,3.00,25.37,9.22,45.63,-0.88,0.25,4.00,19.51,7.77,36.41,-0.50,0.27,4.00,35.12,16.99,55.83,-0.49,0.22,6.00,36.59,19.42,53.88,-0.42,0.21,6.00,39.51,25.73,55.34,-0.18,0.20,8.00,50.24,35.92,59.71,0.13,0.20,9.00,57.77,47.83,68.60,0.31,0.21,9.00,65.53,53.62,73.43,0.28,0.21,9.00,62.68,51.43,71.90,0.29,0.21,9.00,64.11,51.43,71.43,0.55,0.21,9.00,69.19,60.85,77.36,0.60,0.21,10.00,70.14,61.32,77.36,0.58,0.20,10.00,69.67,62.26,77.83,0.48,0.21,10.00,71.63,60.29,74.64,0.40,0.22,10.00,67.31,55.02,74.16
GERMANY,DEU,1.84,0.23,5.00,93.66,89.81,100.00,1.93,0.21,5.00,95.12,89.81,100.00,1.91,0.21,5.00,94.15,89.32,100.00,1.72,0.19,5.00,92.20,88.83,99.03,1.40,0.19,5.00,89.76,83.01,91.75,1.53,0.21,5.00,90.24,87.38,92.72,1.54,0.19,5.00,90.73,85.44,96.12,1.62,0.20,7.00,92.20,87.38,98.06,1.64,0.21,7.00,92.23,86.96,97.58,1.52,0.22,7.00,89.81,84.06,97.58,1.59,0.21,7.00,92.34,85.24,97.62,1.57,0.22,7.00,92.34,84.29,98.10,1.55,0.22,7.00,91.47,83.49,98.11,1.59,0.22,7.00,93.36,84.43,98.11,1.53,0.21,7.00,91.47,83.49,98.11,1.73,0.23,7.00,94.71,87.56,99.04,1.74,0.23,7.00,94.23,87.08,99.52
GHANA,GHA,-0.11,0.25,3.00,53.17,32.52,63.11,-0.14,0.20,5.00,50.24,34.95,61.17,0.02,0.21,5.00,57.56,43.69,66.99,-0.13,0.19,7.00,52.20,37.86,61.65,-0.19,0.17,8.00,52.20,35.92,60.68,-0.16,0.17,9.00,51.71,41.75,62.62,-0.16,0.17,9.00,50.73,39.32,58.74,0.13,0.19,10.00,59.02,50.00,68.93,0.11,0.20,10.00,56.80,47.34,67.15,0.04,0.19,11.00,56.31,45.89,66.18,-0.04,0.18,11.00,53.59,45.71,61.90,-0.04,0.18,11.00,53.59,43.33,63.33,-0.05,0.18,11.00,53.55,43.87,62.26,-0.04,0.19,11.00,53.08,43.87,61.32,-0.10,0.17,12.00,50.71,43.87,60.38,-0.29,0.18,12.00,43.75,30.14,55.98,-0.26,0.17,12.00,44.71,33.97,55.02
GREECE,GRC,0.82,0.23,5.00,77.56,67.48,86.41,0.75,0.21,5.00,77.07,68.45,83.98,0.65,0.21,5.00,75.12,65.05,81.55,0.77,0.19,5.00,75.61,68.45,83.50,0.75,0.19,5.00,75.12,67.48,82.52,0.83,0.21,5.00,77.56,71.36,86.41,0.72,0.19,5.00,72.68,65.05,82.52,0.68,0.20,7.00,73.66,65.05,81.55,0.57,0.21,7.00,71.84,62.32,78.74,0.59,0.22,7.00,71.84,61.84,79.23,0.61,0.21,7.00,71.77,62.38,78.10,0.55,0.22,7.00,69.38,61.43,78.57,0.50,0.22,7.00,68.25,60.38,76.89,0.32,0.22,7.00,63.03,54.25,71.23,0.46,0.21,7.00,67.30,58.96,74.06,0.40,0.23,7.00,68.75,55.98,74.16,0.25,0.23,7.00,63.94,48.80,73.21
GREENLAND,GRL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.99,0.45,1.00,78.47,61.90,94.29,0.98,0.45,1.00,78.95,62.86,94.29,0.98,0.44,1.00,79.15,62.26,94.81,0.98,0.45,1.00,79.15,61.32,94.81,0.92,0.44,1.00,78.20,60.38,94.81,0.89,0.48,1.00,75.96,58.37,94.26,0.85,0.45,1.00,75.48,57.89,92.34
GRENADA,GRD,0.65,0.31,1.00,75.61,59.71,84.95,0.33,0.29,2.00,64.88,50.00,78.16,0.35,0.29,2.00,66.34,51.46,79.13,0.36,0.28,2.00,66.34,53.40,77.18,0.19,0.31,2.00,61.46,44.17,74.27,0.09,0.30,3.00,61.95,42.72,71.84,0.28,0.27,3.00,62.93,49.03,73.79,0.27,0.32,3.00,64.39,45.63,76.70,0.22,0.34,3.00,62.14,44.44,77.78,0.18,0.32,3.00,60.19,44.93,74.88,0.20,0.31,3.00,60.77,46.19,73.33,0.18,0.31,3.00,60.77,43.33,72.38,0.23,0.31,3.00,62.09,45.75,74.06,0.27,0.30,3.00,62.09,47.64,73.58,0.24,0.29,3.00,61.61,46.70,71.23,-0.12,0.35,2.00,48.56,24.88,70.81,-0.20,0.31,3.00,46.63,24.88,65.55
GUAM,GUM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.26,0.42,1.00,66.34,41.75,80.10,0.19,0.32,1.00,61.95,44.17,72.33,0.20,0.41,1.00,62.44,36.89,77.67,0.20,0.47,1.00,60.68,31.88,80.19,0.22,0.45,1.00,61.65,36.71,79.23,-0.03,0.42,1.00,54.55,27.14,72.38,-0.03,0.44,1.00,54.55,26.19,72.38,-0.03,0.42,1.00,54.03,26.89,71.70,-0.03,0.39,1.00,54.50,29.72,70.28,-0.03,0.37,1.00,54.50,31.60,69.34,0.42,0.46,1.00,70.19,42.11,85.65,0.47,0.44,1.00,70.19,44.50,85.17
GUATEMALA,GTM,-0.50,0.24,5.00,34.15,17.96,53.40,-0.42,0.21,4.00,40.00,22.33,54.37,-0.53,0.20,5.00,35.61,17.96,47.09,-0.49,0.18,7.00,35.12,25.73,48.54,-0.45,0.17,7.00,37.56,24.27,53.40,-0.65,0.18,8.00,26.83,14.56,46.60,-0.70,0.17,8.00,27.80,15.53,40.29,-0.61,0.18,10.00,30.73,19.90,44.17,-0.55,0.20,10.00,33.50,17.87,46.86,-0.56,0.20,10.00,35.44,17.39,46.38,-0.69,0.19,10.00,28.23,14.76,43.81,-0.69,0.20,10.00,28.71,14.76,43.33,-0.70,0.20,10.00,27.96,15.09,42.92,-0.75,0.20,10.00,26.07,14.62,40.57,-0.70,0.19,10.00,27.96,15.09,43.87,-0.71,0.20,10.00,24.04,15.79,40.19,-0.71,0.21,10.00,24.52,12.92,41.15
GUINEA,GIN,-1.24,0.29,2.00,8.29,3.40,23.30,-0.80,0.24,4.00,21.46,9.22,40.78,-0.83,0.25,4.00,19.51,8.25,40.29,-0.95,0.22,5.00,14.63,6.80,32.04,-0.76,0.23,5.00,22.93,10.19,40.78,-0.88,0.21,6.00,16.59,7.77,33.98,-1.06,0.21,6.00,14.63,5.34,27.67,-1.32,0.20,7.00,6.83,1.94,16.50,-1.26,0.21,7.00,7.28,2.42,16.91,-1.19,0.20,8.00,10.19,3.38,20.29,-1.03,0.20,8.00,13.40,7.14,28.10,-1.13,0.20,8.00,11.48,4.76,23.81,-1.15,0.20,9.00,11.37,4.25,21.23,-1.26,0.19,11.00,9.00,2.83,17.92,-1.17,0.17,12.00,12.32,6.13,20.28,-1.24,0.18,12.00,10.10,5.74,16.75,-1.14,0.17,12.00,12.50,7.66,19.62
