,,1996,1996,1996,1996,1996,1996,1998,1998,1998,1998,1998,1998,2000,2000,2000,2000,2000,2000,2002,2002,2002,2002,2002,2002,2003,2003,2003,2003,2003,2003,2004,2004,2004,2004,2004,2004,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2007,2007,2007,2007,2007,2007,2008,2008,2008,2008,2008,2008,2009,2009,2009,2009,2009,2009,2010,2010,2010,2010,2010,2010,2011,2011,2011,2011,2011,2011,2012,2012,2012,2012,2012,2012,2013,2013,2013,2013,2013,2013,2014,2014,2014,2014,2014,2014,2015,2015,2015,2015,2015,2015
Country/Territory,WBCode,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper,Estimate,StdErr,NumSrc,Rank,Lower,Upper
CROATIA,HRV,-0.16,0.32,4.00,46.57,25.37,63.90,-0.10,0.27,6.00,49.02,27.32,62.93,-0.04,0.25,7.00,52.94,32.68,64.39,0.30,0.20,9.00,61.76,52.20,69.27,0.48,0.17,9.00,66.18,58.05,73.66,0.54,0.17,10.00,68.14,63.41,75.61,0.49,0.17,10.00,65.20,59.02,71.71,0.42,0.17,11.00,64.22,56.59,71.22,0.49,0.17,11.00,66.02,57.97,73.91,0.51,0.18,10.00,66.99,57.00,74.40,0.56,0.17,10.00,70.33,59.52,74.76,0.56,0.17,10.00,69.86,58.57,76.19,0.52,0.16,11.00,70.14,57.55,75.94,0.45,0.17,12.00,66.82,56.60,74.53,0.45,0.17,12.00,66.35,57.55,73.58,0.40,0.17,12.00,65.87,55.02,73.21,0.36,0.17,12.00,64.90,55.50,72.73
CUBA,CUB,-1.23,0.32,4.00,11.27,4.39,24.39,-1.40,0.33,4.00,7.35,4.39,19.02,-1.28,0.31,4.00,10.78,4.88,20.49,-1.32,0.23,5.00,8.33,4.39,19.02,-1.49,0.20,5.00,5.88,2.93,13.17,-1.61,0.20,6.00,4.41,2.44,9.27,-1.43,0.19,6.00,7.35,2.93,13.17,-1.44,0.21,7.00,6.86,2.93,14.15,-1.56,0.21,7.00,4.37,2.90,11.11,-1.51,0.22,6.00,4.37,2.90,13.53,-1.63,0.21,6.00,3.83,2.86,6.19,-1.69,0.21,6.00,3.35,2.86,7.14,-1.65,0.21,6.00,3.32,2.36,8.02,-1.57,0.22,7.00,3.79,1.89,10.85,-1.59,0.22,7.00,3.79,1.89,9.43,-1.36,0.22,7.00,7.69,3.83,16.75,-1.25,0.22,7.00,7.69,4.78,19.62
CYPRUS,CYP,1.25,0.32,4.00,88.73,73.66,97.07,1.18,0.33,4.00,86.76,70.24,96.59,1.11,0.31,4.00,83.82,70.24,94.63,1.22,0.26,4.00,85.29,74.63,95.12,1.19,0.22,4.00,85.78,75.12,92.68,1.25,0.22,5.00,86.76,78.54,93.66,1.27,0.20,5.00,87.75,77.07,93.66,1.28,0.23,5.00,87.75,77.07,96.10,1.33,0.24,5.00,87.38,78.74,96.62,1.39,0.26,5.00,90.78,79.23,98.07,1.37,0.24,6.00,89.00,79.52,97.14,1.43,0.25,6.00,90.91,81.43,98.57,1.24,0.25,6.00,86.26,75.94,94.81,1.13,0.26,6.00,83.89,74.53,93.87,0.92,0.26,6.00,78.20,67.92,89.62,1.09,0.23,7.00,82.21,74.16,90.91,1.06,0.23,7.00,80.77,72.73,91.39
CZECH REPUBLIC,CZE,1.02,0.27,7.00,82.84,68.78,91.71,0.92,0.23,8.00,80.39,68.29,91.22,0.73,0.20,9.00,75.49,64.39,82.44,1.19,0.19,10.00,84.80,76.10,91.71,1.18,0.17,10.00,85.29,77.07,90.73,1.08,0.17,10.00,79.90,74.63,88.29,1.11,0.17,9.00,82.35,72.68,90.24,1.10,0.18,10.00,83.82,73.17,91.22,1.03,0.17,11.00,81.55,72.95,86.96,1.15,0.17,11.00,84.95,76.33,91.79,1.32,0.19,9.00,87.56,80.00,94.76,1.30,0.20,9.00,86.12,79.52,94.29,1.20,0.19,10.00,85.31,77.83,92.45,1.06,0.20,10.00,81.04,74.53,90.09,1.09,0.20,10.00,81.99,74.53,90.09,1.02,0.21,10.00,80.77,73.21,89.47,1.08,0.20,10.00,81.25,73.68,90.91
DENMARK,DNK,1.79,0.27,6.00,97.55,90.24,99.51,1.75,0.27,6.00,97.06,91.22,99.51,1.76,0.23,6.00,96.08,90.24,100.00,1.75,0.23,6.00,97.06,88.78,100.00,1.76,0.20,6.00,98.04,90.73,100.00,1.77,0.21,6.00,97.06,89.76,100.00,1.67,0.19,6.00,98.04,90.24,100.00,1.81,0.21,6.00,98.53,91.71,100.00,1.92,0.23,6.00,99.51,92.75,100.00,1.88,0.24,6.00,98.54,91.79,100.00,1.89,0.22,7.00,100.00,93.81,100.00,1.88,0.24,7.00,99.04,92.38,100.00,1.91,0.23,7.00,99.53,92.45,100.00,1.80,0.22,8.00,97.63,90.57,100.00,1.81,0.22,8.00,97.63,90.57,100.00,1.72,0.23,8.00,94.71,89.47,99.52,1.73,0.22,8.00,94.71,89.95,99.04
DJIBOUTI,DJI,-0.95,0.42,2.00,19.12,4.88,40.98,-1.06,0.30,4.00,14.22,7.32,27.32,-0.73,0.28,4.00,21.57,12.68,38.54,-0.57,0.28,4.00,30.88,16.59,49.76,-0.77,0.24,4.00,21.08,13.17,40.00,-0.66,0.23,5.00,25.49,15.12,44.39,-0.76,0.21,5.00,24.02,14.15,39.02,-0.75,0.22,5.00,23.04,13.17,40.00,-0.70,0.22,5.00,24.27,15.94,41.55,-0.67,0.21,5.00,27.67,16.43,43.48,-0.61,0.20,6.00,29.67,20.00,43.81,-0.62,0.20,6.00,27.75,19.05,41.90,-0.53,0.20,6.00,33.18,22.17,46.23,-0.43,0.21,6.00,36.49,24.53,50.47,-0.52,0.20,6.00,32.70,22.64,46.70,-0.51,0.21,6.00,32.21,20.57,47.85,-0.69,0.20,6.00,28.37,13.40,42.11
DOMINICA,DMA,1.00,0.48,1.00,82.35,58.54,97.56,0.38,0.40,2.00,64.22,36.59,83.90,0.44,0.36,2.00,65.69,43.41,82.44,0.68,0.33,2.00,71.08,57.07,85.37,0.79,0.27,2.00,74.51,63.90,86.34,0.59,0.26,3.00,69.61,60.00,79.02,0.73,0.23,3.00,71.57,62.44,81.95,0.86,0.27,3.00,76.47,63.90,88.29,0.72,0.29,3.00,72.82,58.45,85.99,0.55,0.27,3.00,67.48,55.07,79.71,0.51,0.28,3.00,67.46,53.81,79.05,0.43,0.28,3.00,65.55,52.38,77.14,0.24,0.27,3.00,57.35,46.23,74.53,0.29,0.28,3.00,59.72,46.70,75.00,0.28,0.29,3.00,60.66,45.75,74.53,0.23,0.29,3.00,60.58,45.45,74.16,0.26,0.27,3.00,62.50,47.85,73.21
DOMINICAN REPUBLIC,DOM,-0.22,0.32,4.00,41.67,23.41,62.44,-0.17,0.30,5.00,45.59,23.90,61.95,-0.14,0.27,5.00,44.12,27.32,62.44,-0.23,0.21,7.00,44.12,30.73,57.07,-0.34,0.18,7.00,43.14,26.34,52.20,-0.41,0.18,8.00,38.73,22.93,50.24,-0.38,0.17,8.00,42.65,24.88,52.68,-0.23,0.19,9.00,46.08,30.73,55.12,-0.23,0.19,9.00,47.09,30.43,56.04,-0.19,0.18,9.00,48.06,34.78,55.07,-0.19,0.17,9.00,46.41,34.76,54.29,-0.14,0.17,9.00,47.85,36.67,54.76,-0.19,0.17,10.00,46.92,35.38,54.72,-0.10,0.18,10.00,48.82,38.21,57.08,-0.07,0.18,10.00,50.24,38.21,58.02,-0.04,0.19,9.00,51.92,40.19,62.68,-0.04,0.18,10.00,52.40,42.11,61.72
ECUADOR,ECU,-0.18,0.32,4.00,45.10,23.90,62.93,-0.09,0.30,5.00,50.00,25.85,65.37,-0.52,0.24,6.00,29.90,16.10,47.32,-0.67,0.21,7.00,25.49,17.07,40.98,-0.67,0.18,7.00,24.51,17.56,40.49,-0.70,0.18,8.00,23.04,15.61,39.51,-0.81,0.17,8.00,22.55,14.63,31.71,-1.10,0.19,8.00,14.22,7.32,21.46,-1.14,0.19,8.00,12.62,5.80,22.22,-1.13,0.19,8.00,13.59,5.31,20.29,-1.28,0.17,9.00,6.70,4.76,17.62,-1.16,0.17,9.00,11.00,5.71,20.95,-1.02,0.17,9.00,15.64,8.02,25.00,-1.01,0.18,10.00,16.11,8.96,25.47,-0.92,0.18,10.00,20.38,10.38,30.66,-1.02,0.19,9.00,15.38,8.13,27.27,-1.14,0.18,10.00,11.54,5.74,21.53
"EGYPT, ARAB REP.",EGY,0.01,0.29,5.00,52.45,30.24,66.34,-0.34,0.25,7.00,35.78,22.44,53.66,-0.35,0.22,7.00,35.78,22.44,54.15,-0.50,0.20,8.00,34.80,20.00,46.83,-0.62,0.18,8.00,27.45,18.05,43.41,-0.49,0.17,9.00,32.84,20.98,46.83,-0.41,0.16,9.00,40.20,24.88,50.24,-0.43,0.17,10.00,37.25,23.41,50.73,-0.28,0.17,10.00,42.72,29.47,53.62,-0.17,0.17,10.00,49.03,36.23,55.07,-0.19,0.16,10.00,46.89,35.71,53.81,-0.16,0.16,10.00,46.89,36.67,54.29,-0.33,0.16,10.00,41.71,31.60,51.89,-0.47,0.16,12.00,34.60,25.47,45.28,-0.64,0.16,12.00,29.86,22.17,37.74,-0.74,0.16,12.00,26.44,16.75,33.49,-0.80,0.16,12.00,24.52,12.92,32.06
EL SALVADOR,SLV,0.01,0.29,5.00,51.96,29.76,66.34,0.33,0.30,5.00,62.25,45.85,77.07,0.18,0.24,6.00,57.35,40.49,69.27,0.02,0.21,7.00,54.41,40.98,63.41,-0.12,0.18,7.00,50.00,39.51,58.05,0.10,0.18,8.00,57.84,46.83,64.88,-0.05,0.17,8.00,53.43,44.39,60.00,0.07,0.19,8.00,54.90,45.37,63.90,0.20,0.19,8.00,57.77,51.21,67.63,0.22,0.19,8.00,57.28,52.17,67.15,0.35,0.18,8.00,62.20,53.81,72.38,0.38,0.18,8.00,62.68,53.81,74.29,0.49,0.17,9.00,67.77,56.13,75.94,0.33,0.18,10.00,60.66,53.77,73.11,0.32,0.18,10.00,61.61,53.77,72.17,0.34,0.19,10.00,64.42,54.55,72.25,0.20,0.18,10.00,59.62,49.76,69.38
EQUATORIAL GUINEA,GNQ,-1.57,0.36,2.00,5.88,0.98,18.54,-1.66,0.27,5.00,6.37,3.41,11.71,-1.71,0.25,5.00,6.37,1.95,9.76,-1.49,0.25,5.00,6.37,2.93,14.63,-1.40,0.22,5.00,7.84,2.93,16.59,-1.45,0.20,6.00,6.37,2.93,13.17,-1.43,0.19,6.00,6.86,2.93,13.66,-1.39,0.21,6.00,7.84,2.93,15.61,-1.32,0.21,5.00,7.77,3.38,17.39,-1.32,0.21,5.00,7.28,2.90,16.43,-1.28,0.21,5.00,7.18,4.29,20.00,-1.38,0.20,6.00,6.22,2.86,14.76,-1.34,0.20,6.00,7.58,3.30,16.98,-1.45,0.21,6.00,6.64,2.83,12.26,-1.43,0.20,6.00,6.64,2.83,14.15,-1.36,0.22,5.00,6.25,3.83,16.75,-1.35,0.21,5.00,5.77,2.87,15.31
ERITREA,ERI,-1.16,0.48,1.00,13.73,2.44,36.10,-0.57,0.33,3.00,26.47,14.15,52.20,-0.94,0.30,3.00,15.69,8.29,32.20,-1.11,0.26,4.00,14.22,5.85,25.37,-1.62,0.22,4.00,3.43,2.44,10.24,-1.67,0.21,5.00,2.94,1.95,8.29,-1.79,0.20,5.00,2.45,1.95,6.34,-2.10,0.20,6.00,1.96,0.49,2.93,-2.12,0.20,6.00,1.94,0.48,2.90,-2.18,0.18,7.00,1.46,0.48,2.90,-2.26,0.18,7.00,0.96,0.48,2.86,-2.25,0.18,7.00,1.44,0.00,2.86,-2.22,0.17,7.00,0.95,0.00,2.36,-2.24,0.19,7.00,0.95,0.00,1.89,-2.23,0.19,7.00,0.47,0.00,1.89,-2.13,0.20,6.00,0.48,0.00,2.87,-2.11,0.19,7.00,1.44,0.00,2.87
ESTONIA,EST,1.37,0.32,4.00,90.69,76.10,98.05,1.27,0.27,6.00,90.69,77.07,96.59,1.30,0.22,8.00,90.20,80.49,94.63,1.39,0.19,10.00,89.22,82.93,95.61,1.32,0.17,10.00,89.22,80.00,93.66,1.33,0.17,10.00,87.75,79.51,93.66,1.34,0.16,10.00,88.73,79.02,94.63,1.30,0.18,10.00,88.24,79.51,94.15,1.37,0.17,11.00,90.78,83.09,94.69,1.43,0.17,11.00,91.75,84.06,96.14,1.41,0.18,10.00,91.39,83.33,96.67,1.40,0.18,10.00,89.95,81.90,95.71,1.40,0.17,11.00,91.00,82.55,95.28,1.42,0.18,11.00,90.52,83.02,95.75,1.44,0.18,11.00,90.52,83.96,95.28,1.67,0.19,11.00,93.27,89.47,99.04,1.66,0.18,11.00,92.79,89.00,99.04
ETHIOPIA,ETH,-1.34,0.32,4.00,8.82,2.93,22.93,-1.18,0.27,6.00,12.75,6.83,22.44,-1.16,0.24,6.00,12.75,6.83,20.49,-1.24,0.21,7.00,11.27,4.88,19.51,-1.18,0.18,8.00,12.75,6.34,18.54,-0.96,0.17,9.00,16.18,10.24,24.39,-1.10,0.16,9.00,13.73,7.80,21.46,-0.98,0.17,10.00,16.67,10.24,24.39,-0.92,0.17,10.00,17.96,11.11,27.05,-0.85,0.17,10.00,19.90,15.46,31.40,-0.92,0.16,10.00,20.57,10.48,27.14,-0.85,0.16,10.00,22.01,12.86,30.48,-0.99,0.16,11.00,18.48,9.43,25.00,-1.04,0.17,11.00,15.17,8.96,24.53,-1.12,0.17,11.00,12.80,7.08,23.11,-1.07,0.17,11.00,12.98,8.13,25.36,-1.00,0.17,11.00,14.42,7.18,26.32
FIJI,FJI,-0.01,0.42,2.00,51.47,23.90,73.17,-0.24,0.36,3.00,39.22,20.49,62.93,-0.57,0.32,3.00,27.45,13.66,52.68,0.02,0.31,3.00,53.92,35.12,67.32,-0.32,0.25,3.00,43.63,21.46,56.10,-0.64,0.26,3.00,26.96,14.63,46.83,-0.41,0.23,3.00,40.69,22.93,54.15,-0.44,0.26,3.00,36.76,20.49,54.63,-0.46,0.27,3.00,33.98,19.32,53.62,-0.69,0.27,3.00,26.70,13.53,46.38,-0.95,0.25,4.00,17.70,6.19,33.33,-0.67,0.25,4.00,27.27,14.29,43.33,-0.50,0.24,4.00,35.07,21.70,50.94,-0.58,0.26,4.00,31.28,16.04,47.17,-0.55,0.27,4.00,31.75,16.98,48.11,-0.40,0.27,4.00,37.50,22.49,54.55,-0.38,0.26,4.00,40.38,23.44,55.02
FINLAND,FIN,1.48,0.27,6.00,93.14,82.93,98.54,1.79,0.27,6.00,97.55,91.71,100.00,1.81,0.23,6.00,96.57,91.22,100.00,1.85,0.23,6.00,98.53,91.71,100.00,1.86,0.20,6.00,99.51,92.20,100.00,1.81,0.21,6.00,99.51,90.24,100.00,1.69,0.19,6.00,99.02,90.24,100.00,1.62,0.21,6.00,94.61,87.32,100.00,1.55,0.23,6.00,93.20,85.51,99.52,1.62,0.24,6.00,94.66,86.47,100.00,1.83,0.22,7.00,98.56,91.43,100.00,1.89,0.24,7.00,99.52,92.38,100.00,1.83,0.23,7.00,97.63,91.04,100.00,1.83,0.22,8.00,98.10,91.04,100.00,1.86,0.22,8.00,98.58,91.51,100.00,1.90,0.23,8.00,98.56,91.87,100.00,1.83,0.22,8.00,98.08,91.87,99.52
FRANCE,FRA,0.93,0.27,6.00,78.92,66.34,91.22,0.81,0.27,6.00,76.47,63.90,88.78,0.91,0.23,6.00,80.39,68.29,90.24,0.99,0.23,6.00,80.39,69.27,88.78,1.22,0.20,6.00,86.27,76.10,92.68,1.23,0.21,6.00,86.27,78.54,92.68,1.22,0.19,6.00,85.78,75.61,92.20,1.23,0.21,7.00,86.76,77.07,94.15,1.28,0.22,7.00,86.89,77.78,94.69,1.28,0.23,7.00,87.38,78.74,95.65,1.21,0.22,7.00,85.65,75.24,94.29,1.31,0.24,7.00,86.60,78.57,96.67,1.15,0.22,8.00,84.36,75.94,92.45,1.13,0.22,8.00,83.41,75.00,91.04,1.16,0.22,8.00,85.78,75.47,91.98,1.09,0.23,8.00,81.73,74.16,90.91,1.15,0.22,8.00,83.65,75.60,91.87
FRENCH GUIANA,GUF,1.00,0.48,1.00,82.35,58.54,97.56,1.01,0.49,1.00,83.33,57.07,97.56,0.99,0.45,1.00,82.35,60.98,95.12,0.92,0.38,1.00,77.94,61.46,92.68,0.90,0.29,1.00,76.96,65.37,89.27,0.49,0.33,1.00,66.67,53.17,79.02,0.85,0.25,1.00,75.00,62.93,87.80,0.85,0.32,1.00,75.49,60.49,91.22,0.86,0.37,1.00,77.18,58.45,91.30,0.88,0.39,1.00,78.64,57.49,92.27,1.20,0.34,2.00,85.17,72.38,97.14,1.25,0.36,2.00,85.17,74.29,98.57,1.23,0.36,2.00,85.78,73.58,97.64,1.29,0.35,2.00,87.20,74.53,98.58,1.31,0.34,2.00,88.15,74.53,98.58,1.46,0.35,2.00,90.87,78.47,99.04,1.45,0.34,2.00,91.83,77.03,99.04
GABON,GAB,0.06,0.32,4.00,54.41,30.24,68.78,0.14,0.27,6.00,55.39,36.10,69.27,-0.14,0.24,6.00,43.63,28.78,60.98,-0.19,0.23,6.00,46.08,31.22,59.51,-0.16,0.20,6.00,48.53,33.66,57.07,-0.46,0.19,7.00,34.80,20.98,49.27,-0.23,0.18,7.00,48.04,31.71,55.12,-0.43,0.19,8.00,37.75,23.41,50.73,-0.52,0.19,8.00,31.07,21.74,48.79,-0.65,0.19,8.00,28.16,16.91,43.00,-0.59,0.18,8.00,31.10,20.95,43.33,-0.56,0.18,8.00,32.06,21.43,43.33,-0.56,0.18,8.00,32.23,21.70,43.40,-0.59,0.20,9.00,30.81,21.70,43.40,-0.64,0.19,9.00,28.91,18.87,41.51,-0.79,0.20,8.00,25.00,11.48,33.49,-0.80,0.19,9.00,24.04,12.44,34.93
"GAMBIA, THE",GMB,-0.95,0.40,3.00,19.61,5.37,39.02,-0.40,0.30,5.00,33.82,18.05,54.15,-0.28,0.27,5.00,37.75,21.95,57.07,-0.55,0.25,5.00,32.35,18.54,49.27,-0.46,0.21,6.00,38.24,20.49,50.24,-0.42,0.20,7.00,38.24,22.44,51.22,-0.51,0.19,7.00,31.86,21.95,48.29,-0.38,0.19,8.00,40.20,24.39,52.20,-0.35,0.19,8.00,39.81,25.60,52.66,-0.38,0.19,8.00,40.29,27.05,52.17,-0.32,0.19,8.00,41.15,27.62,52.86,-0.38,0.19,8.00,38.76,26.67,50.48,-0.27,0.19,8.00,42.65,31.60,54.25,-0.21,0.20,8.00,45.02,32.55,56.13,-0.35,0.20,8.00,38.86,26.89,53.30,-0.44,0.20,8.00,35.10,26.32,49.76,-0.49,0.19,8.00,34.62,23.44,48.80
GEORGIA,GEO,-0.99,0.39,3.00,18.14,4.88,38.05,-0.48,0.31,4.00,28.92,15.61,53.17,-0.39,0.28,5.00,33.82,19.02,55.12,-0.81,0.25,6.00,20.59,12.20,38.54,-0.66,0.20,6.00,25.49,17.07,43.41,-0.46,0.20,8.00,35.78,20.98,49.27,-0.51,0.19,8.00,33.33,22.44,48.29,-0.11,0.19,9.00,50.98,38.05,57.56,0.30,0.18,10.00,60.68,53.62,68.60,0.49,0.17,10.00,65.05,57.00,73.91,0.52,0.16,10.00,67.94,58.57,74.29,0.59,0.16,10.00,70.33,60.95,76.19,0.65,0.16,10.00,73.93,63.21,77.83,0.69,0.16,12.00,73.46,65.09,77.83,0.75,0.16,12.00,73.93,67.92,80.19,0.93,0.18,12.00,79.33,72.25,88.04,0.92,0.17,12.00,78.85,72.73,85.17
GERMANY,DEU,1.38,0.27,6.00,91.18,78.54,98.05,1.22,0.27,6.00,87.75,75.61,95.61,1.47,0.23,6.00,91.67,83.41,98.54,1.54,0.23,6.00,92.65,84.39,99.51,1.51,0.20,6.00,91.67,84.88,99.02,1.49,0.21,6.00,91.18,81.46,99.51,1.50,0.19,6.00,91.67,85.37,99.51,1.57,0.21,7.00,94.12,85.85,99.51,1.62,0.22,7.00,94.66,86.47,99.52,1.49,0.23,7.00,92.23,82.13,98.07,1.52,0.22,7.00,93.78,84.29,99.52,1.58,0.24,7.00,93.78,84.29,100.00,1.55,0.22,8.00,92.89,84.91,98.58,1.54,0.22,8.00,91.94,85.38,99.06,1.56,0.22,8.00,92.42,85.85,99.06,1.70,0.23,8.00,94.23,89.47,99.52,1.67,0.22,8.00,93.27,88.52,99.04
GHANA,GHA,-0.38,0.32,4.00,35.78,20.98,56.59,-0.25,0.27,6.00,38.24,23.90,57.07,-0.10,0.24,6.00,49.02,30.24,62.44,-0.47,0.21,7.00,35.29,20.49,49.76,-0.28,0.18,8.00,45.10,28.78,54.15,-0.35,0.17,9.00,41.18,27.80,52.68,-0.11,0.16,9.00,52.45,42.93,57.07,-0.07,0.18,9.00,51.96,41.46,57.56,-0.05,0.18,9.00,52.43,41.55,57.97,-0.03,0.17,10.00,53.40,44.44,58.94,0.09,0.16,10.00,54.07,47.14,62.38,0.13,0.16,10.00,54.55,48.10,64.29,0.13,0.16,11.00,55.45,48.58,63.21,0.13,0.17,11.00,56.40,47.17,65.09,0.08,0.17,11.00,54.98,46.23,62.74,-0.01,0.17,11.00,53.37,43.06,62.68,-0.03,0.17,11.00,53.37,42.58,60.29
GREECE,GRC,0.65,0.27,6.00,71.08,57.56,83.90,0.66,0.27,6.00,71.08,57.07,85.37,0.80,0.23,6.00,78.43,64.88,86.83,0.97,0.23,6.00,79.90,68.78,88.29,1.00,0.20,6.00,78.92,70.73,89.27,0.85,0.21,6.00,77.45,67.32,85.37,0.93,0.19,6.00,76.47,68.78,85.85,0.84,0.21,7.00,73.53,65.37,85.37,0.89,0.22,7.00,77.67,67.63,86.47,0.88,0.23,7.00,76.70,65.70,86.96,0.81,0.22,7.00,74.64,65.24,84.76,0.63,0.24,7.00,73.21,57.62,80.95,0.49,0.23,7.00,68.72,55.19,77.83,0.51,0.22,8.00,68.72,56.60,76.89,0.62,0.22,8.00,72.99,59.43,79.72,0.34,0.23,8.00,64.90,52.15,74.16,0.40,0.22,8.00,65.87,55.02,73.68
GREENLAND,GRL,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.34,0.48,1.00,88.04,70.00,100.00,1.36,0.48,1.00,87.56,70.00,100.00,1.34,0.48,1.00,88.63,70.28,100.00,1.39,0.42,1.00,90.05,74.06,100.00,1.41,0.41,1.00,90.05,73.58,100.00,1.40,0.43,1.00,89.90,73.21,99.52,1.37,0.44,1.00,89.90,72.73,99.04
GRENADA,GRD,0.52,0.48,1.00,67.65,40.49,89.76,0.40,0.40,2.00,64.71,38.05,84.39,0.42,0.36,2.00,65.20,41.95,82.44,0.38,0.33,2.00,63.73,46.83,78.05,0.38,0.27,2.00,65.20,52.20,75.12,0.18,0.26,3.00,61.27,46.34,70.24,0.33,0.23,3.00,61.76,53.17,71.22,0.49,0.27,3.00,65.20,54.63,77.07,0.42,0.29,3.00,64.08,52.17,77.78,0.27,0.27,3.00,59.71,50.24,72.46,0.27,0.28,3.00,58.85,47.14,73.81,0.34,0.27,3.00,61.72,49.05,75.71,0.26,0.27,3.00,58.29,47.17,75.47,0.28,0.29,3.00,59.24,45.28,75.00,0.28,0.30,3.00,60.19,45.75,74.53,0.19,0.33,2.00,58.65,40.19,74.16,0.01,0.29,3.00,54.33,35.89,67.94
GUAM,GUM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.68,0.33,1.00,73.04,59.02,85.37,0.61,0.25,1.00,68.14,58.05,77.56,0.60,0.32,1.00,69.61,55.12,84.39,0.61,0.37,1.00,69.42,53.62,86.47,0.62,0.39,1.00,71.36,53.62,86.96,0.63,0.44,1.00,72.25,51.43,88.10,0.63,0.48,1.00,72.73,46.67,90.00,0.62,0.49,1.00,72.99,47.17,91.04,0.60,0.52,1.00,72.04,43.87,91.04,0.61,0.51,1.00,71.56,45.75,91.04,0.18,0.53,1.00,58.17,27.75,80.86,0.17,0.47,1.00,58.17,29.67,79.43
GUATEMALA,GTM,-0.21,0.29,5.00,42.65,24.88,60.49,0.09,0.30,5.00,54.41,34.15,69.27,-0.11,0.24,6.00,48.53,30.24,61.46,-0.16,0.21,7.00,47.06,34.15,59.51,-0.34,0.18,7.00,42.16,26.34,52.20,-0.19,0.18,8.00,48.04,33.17,58.05,-0.39,0.17,8.00,41.67,24.88,52.20,-0.22,0.19,9.00,46.57,31.71,55.12,-0.21,0.19,9.00,48.06,31.40,56.52,-0.15,0.18,9.00,50.97,36.23,55.56,-0.12,0.17,9.00,49.28,38.10,56.67,-0.13,0.17,9.00,48.80,36.67,54.76,-0.11,0.17,10.00,49.76,37.74,55.66,-0.16,0.18,10.00,46.92,35.38,56.60,-0.19,0.18,10.00,45.97,34.43,56.13,-0.19,0.19,10.00,47.60,33.01,55.98,-0.20,0.18,10.00,47.60,33.49,55.50
GUINEA,GIN,-0.71,0.40,3.00,24.02,8.29,50.24,-0.51,0.30,5.00,27.45,15.61,52.20,-0.60,0.27,5.00,25.98,13.66,42.93,-1.01,0.23,6.00,17.65,7.32,27.32,-0.98,0.20,6.00,17.16,9.76,25.85,-0.94,0.19,7.00,17.16,9.76,27.80,-1.05,0.18,7.00,15.69,8.78,24.39,-1.21,0.18,8.00,10.78,4.39,19.02,-1.23,0.18,8.00,10.19,4.83,17.87,-1.20,0.18,8.00,10.68,4.83,17.39,-1.13,0.17,8.00,12.44,6.19,23.33,-1.08,0.17,8.00,13.88,6.67,23.33,-1.00,0.17,8.00,17.06,8.49,25.47,-1.01,0.18,10.00,17.06,8.96,25.94,-0.99,0.18,10.00,16.59,8.96,25.47,-1.04,0.18,10.00,14.90,8.13,26.79,-0.86,0.17,10.00,20.67,11.48,30.14
